"GEOID","JanTemp","JulyTemp","Precipitation"
"2769736",15.4,80.4,25.07
"2720834",14.3,82.1,21.8
"2756482",21.4,83.9,24.97
"2736620",20.9,82.2,31.68
"2715544",21.5,84.8,25.91
"2771140",14.2,77.6,27.2
"2767144",16.8,81.5,24.45
"2717000",14.2,77.6,27.2
"2770582",22.3,83.9,27.02
"2725604",10.3,78.7,21.32
"2728016",20.9,84.6,24.62
"2753890",20.6,84.1,26.41
"2733164",17.2,81.3,25.42
"2761888",17.2,81.3,25.42
"2739716",21.2,82.8,30.82
"2764156",15.8,78.7,26.99
"2700892",15,80.1,25.4
"2722094",22.1,82.5,32.06
"2700316",20.3,83,29.38
"2734928",14.8,78.9,25.59
"2744476",19.6,83.2,28.93
"2703718",18.9,83.6,22.63
"2741462",19.6,83.2,28.93
"2736530",14.2,77.6,27.2
"2723678",20.6,83.8,28.56
"2756698",17.2,81.3,25.42
"2740418",14.1,78.1,25.4
"2705644",22.3,83.9,27.02
"2746024",20.6,83.3,29.28
"2726000",15.4,80.4,25.07
"2756176",16.5,80.5,25.89
"2756428",21.1,84.2,24.82
"2764444",12.9,78.9,23.51
"2763454",18.5,82.6,25.34
"2709496",15.7,82.7,22.2
"2708416",16.5,80.5,25.89
"2734136",9.4,79.5,20.25
"2728574",17.2,80,28.74
"2743036",21.5,82.9,30.58
"2746348",15.9,79.5,25.76
"2729870",10.9,80,20.63
"2754340",14.6,81,24.04
"2700838",21.2,82.8,30.82
"2726270",12.4,81.1,21.14
"2765938",13.4,81.9,21.47
"2721410",21.1,84.2,24.82
"2735198",21.1,83.4,26
"2768008",21.5,84.8,25.91
"2732372",18.5,82.6,25.34
"2701864",18.6,83.2,24.15
"2735738",20.1,83.1,29.08
"2771500",19.6,83.2,28.93
"2705698",14.1,78.1,25.4
"2701162",22,83.7,27.42
"2766136",14.3,82.1,21.8
"2743144",21.8,82.3,31.83
"2769844",17.7,83.3,22.13
"2702548",17.2,80,28.74
"2759152",15,80.1,25.4
"2732012",18.9,83.6,22.63
"2723354",21.2,82.8,30.82
"2709280",13.9,79.9,23.77
"2709802",22.1,82.5,32.06
"2720420",20.1,83.1,29.08
"2756554",14.3,82.1,21.8
"2742362",21.5,84.8,25.91
"2766982",21.5,84.8,25.91
"2748130",13.9,79.9,23.77
"2765344",12.4,81.1,21.14
"2708902",15.4,80.4,25.07
"2767090",10.9,80,20.63
"2724434",14.1,78.1,25.4
"2739394",14.2,77.6,27.2
"2740814",19.5,82.8,29.16
"2735558",20.9,82.2,31.68
"2761204",14.2,77.6,27.2
"2750740",21.8,82.3,31.83
"2703052",21.1,83.4,26
"2756572",20.6,84.1,26.41
"2715706",20.7,82.8,29.77
"2707678",22.2,83.8,29.59
"2722940",22.2,83.8,29.59
"2733056",22.2,83.8,29.59
"2712952",21.2,82.8,30.82
"2722526",21.2,82.8,30.82
"2729636",21.2,82.8,30.82
"2744890",21.2,82.8,30.82
"2710846",19.6,83.2,28.93
"2717342",15.4,80.4,25.07
"2738006",19.6,83.2,28.93
"2738222",19.6,83.2,28.93
"2743270",19.6,83.2,28.93
"2756680",19.6,83.2,28.93
"2762014",19.6,83.2,28.93
"2752756",17.1,80.5,27.91
"2702422",16.1,82.1,23.49
"2769142",16.1,82.1,23.49
"2707066",16.5,80.5,25.89
"2766334",16.5,80.5,25.89
"2753998",17.5,81.2,26.68
"2711494",19.5,82.8,29.16
"2729258",19.5,82.8,29.16
"2750200",21.8,84,28.87
"2719880",21.5,84.7,27.83
"2732768",15.5,80.8,24.84
"2721770",20.3,83,29.38
"2751316",20.3,83,29.38
"2702026",20.1,83.1,29.08
"2716030",9.4,79.5,20.25
"2730446",9.4,79.5,20.25
"2718836",22.3,83.9,27.02
"2734784",13.9,79.9,23.77
"2738258",20.3,84.3,23.88
"2740526",20.3,84.3,23.88
"2733110",21,83.4,29.13
"2743126",21.1,84.2,24.82
"2744944",15.7,82.7,22.2
"2741210",19.9,84,24.7
"2768656",19.9,84,24.7
"2756284",22.1,82.5,32.06
"2747212",21.7,83.6,28.57
"2712124",18.6,83.2,24.15
"2715418",18.6,83.2,24.15
"2763022",21.2,83.6,26.83
"2728700",22,83.7,27.42
"2748184",22,83.7,27.42
"2734676",18.5,82.6,25.34
"2753710",18.5,82.6,25.34
"2746294",15,80.1,25.4
"2716300",21.1,83.4,26
"2726450",21.1,83.4,26
"2707030",13.4,81.9,21.47
"2727278",19.5,82.3,29.22
"2727872",20.4,82.3,30.26
"2757094",17.2,81.3,25.42
"2706778",14.6,81,24.04
"2714626",14.6,81,24.04
"2770402",11.8,78.3,22.9
"2704672",13.1,79.9,23
"2719754",21.5,84.7,27.83
"2721158",12.4,81.1,21.14
"2753908",21.5,84.8,25.91
"2759098",21.5,84.8,25.91
"2714518",21.8,82.3,31.83
"2736800",21.8,82.3,31.83
"2732642",21.5,82.9,30.58
"2702134",10.9,80,20.63
"2745520",10.9,80,20.63
"2706814",17,80.5,27.5
"2708038",12,80.6,21.51
"2745196",20.6,82.8,29.32
"2710468",18.7,82.4,26.12
"2714842",18.7,82.4,26.12
"2745376",20.6,83.8,28.56
"2714770",21.5,84.1,28.04
"2700730",18.9,82.7,27.58
"2703628",16.3,78.3,27.96
"2713780",16.3,78.3,27.96
"2771788",16.3,78.3,27.96
"2708092",17.2,81.3,25.42
"2734478",17.2,81.3,25.42
"2758072",17.2,81.3,25.42
"2726378",14.8,78.9,25.59
"2713924",15.9,79.5,25.76
"2713978",15.9,79.5,25.76
"2721932",15.9,79.5,25.76
"2700496",14.3,79.1,25.22
"2711764",18.4,82.2,27.67
"2720690",16.8,81.5,24.45
"2738366",16.8,81.5,24.45
"2759188",16.8,81.5,24.45
"2732606",12.9,78.9,23.51
"2761114",12.9,78.9,23.51
"2737016",20.6,83.3,29.28
"2742092",20.6,83.3,29.28
"2749498",15.8,78.7,26.99
"2719934",14.2,77.6,27.2
"2771392",15.7,82.7,22.2
"2772310",21.5,82.9,30.58
"2715148",19.6,83.2,28.93
"2733920",21.3,84.2,28.99
"2741660",15,80.1,25.4
"2761402",18.9,82.7,27.58
"2721986",12.4,81.1,21.14
"2741138",19.8,83.2,28.47
"2729204",22.8,84.7,25.97
"2771824",16.3,78.3,27.96
"2734865",20.3,83,29.38
"2735648",14.1,78.1,25.4
"2705554",19.5,82.8,29.16
"2714446",16.8,81.5,24.45
"2725424",17.1,80.5,27.91
"2764264",21.1,84.2,24.82
"2711746",13,79.1,23.57
"2746258",12.4,81.1,21.14
"2727188",22.1,82.5,32.06
"2737502",20.1,83.1,29.08
"2759782",13,79.1,23.57
"2771950",22.1,82.5,32.06
"2711872",21,83.4,29.13
"2741804",15.9,79.5,25.76
"2722904",20.7,82.8,29.77
"2703214",14.3,82.1,21.8
"2756212",13,79.1,23.57
"2754596",13.1,79.9,23
"2708056",14.2,77.6,27.2
"2717882",13,79.1,23.57
"2753458",12.9,78.9,23.51
"2745052",13.1,79.9,23
"2701558",11.8,78.3,22.9
"2766874",15,80.1,25.4
"2728484",13.4,81.9,21.47
"2767378",21.5,82.9,30.58
"2700190",20.9,82.2,31.68
"2758576",20.9,82.2,31.68
"2720222",20.6,84.1,26.41
"2711674",21.2,82.8,30.82
"2717090",17.7,83.3,22.13
"2706112",19.7,83.2,27.58
"2718566",14.6,81,24.04
"2754880",21.2,82.5,30.97
"2718152",21.4,83.9,24.97
"2728646",16.1,82.1,23.49
"2750776",16.5,80.5,25.89
"2705014",12.4,81.1,21.14
"2701972",20.2,83.2,24.56
"2705680",12.7,78.2,25.59
"2758306",21.5,84.8,25.91
"2719088",17.2,81.3,25.42
"2745340",14.3,79.1,25.22
"2712700",19.5,82.8,29.16
"2740310",21.8,84,28.87
"2712394",21.5,84.7,27.83
"2739014",15.8,78.7,26.99
"2726216",10.9,80,20.63
"2721122",17.2,80,28.74
"2757292",20.3,83,29.38
"2759998",20.1,83.1,29.08
"2715472",22.2,83.8,29.59
"2715346",15.9,79.5,25.76
"2752144",20.9,84.6,24.62
"2767216",14.6,81,24.04
"2755276",21.8,82.3,31.83
"2731832",15.9,79.5,25.76
"2764210",20.9,82.2,31.68
"2766388",14.6,81,24.04
"2732732",9.4,79.5,20.25
"2717144",22.3,83.9,27.02
"2707138",20.3,84.3,23.88
"2723228",21.1,84.2,24.82
"2760754",21.8,84,28.87
"2766802",20.6,83.3,29.28
"2718872",16.5,80.5,25.89
"2744368",20.6,84.1,26.41
"2740598",21.2,82.5,30.97
"2728394",20.6,83.8,28.56
"2701252",10.9,80,20.63
"2771680",21.4,83.9,24.97
"2762662",22.8,84.7,25.97
"2743198",22.2,83.8,29.59
"2732840",20.7,82.8,29.77
"2741480",19.6,83.2,28.93
"2729474",16.1,82.1,23.49
"2747690",19.5,82.8,29.16
"2727098",16.5,80.5,25.89
"2701324",21.8,84,28.87
"2739338",22.8,84.7,25.97
"2704762",17.2,81.3,25.42
"2705104",14.8,78.9,25.59
"2724344",13,79.1,23.57
"2770366",20.3,83,29.38
"2711548",19.9,84,24.7
"2719556",14.6,81,24.04
"2769304",20.4,82.3,30.26
"2712862",14.3,82.1,21.8
"2710792",21.7,83.6,28.57
"2752558",18.5,82.6,25.34
"2703106",14.2,77.6,27.2
"2755600",20.9,82.2,31.68
"2710900",21.1,83.4,26
"2763130",10.3,78.7,21.32
"2733578",14.5,76,28.61
"2771338",13.9,79.9,23.77
"2700676",17.3,82.6,23.35
"2702728",13.9,79.9,23.77
"2745862",21.2,83.1,29.2
"2703250",21.1,84.2,24.82
"2724182",14.3,82.1,21.8
"2723246",13.4,81.9,21.47
"2741282",21.5,82.9,30.58
"2715184",14.6,81,24.04
"2769690",13.1,79.9,23
"2732966",16.3,78.3,27.96
"2717900",20.9,84.6,24.62
"2754736",15.9,79.5,25.76
"2731238",14.2,77.6,27.2
"2722202",15.7,82.7,22.2
"2748562",21.5,84.1,28.04
"2718260",14.1,78.1,25.4
"2723498",14.3,82.1,21.8
"2751712",12,80.6,21.51
"2764547",13.1,79.9,23
"2711656",20.9,84.6,24.62
"2722364",20.6,84.1,26.41
"2761996",19.5,82.8,29.16
"2739050",12.4,81.1,21.14
"2727116",22.8,84.7,25.97
"2708200",17.7,83.3,22.13
"2703682",16.1,82.1,23.49
"2768764",18.9,82.7,27.58
"2753476",12,80.6,21.51
"2722814",19.5,82.8,29.16
"2713456",20.3,83,29.38
"2751136",20.7,82.8,29.77
"2720978",12.4,81.1,21.14
"2766172",14.6,81,24.04
"2704024",11.8,78.3,22.9
"2738060",15.4,80.4,25.07
"2723120",15.5,80.8,24.84
"2747122",12.7,78.2,25.59
"2765164",19.6,83.2,28.93
"2744422",16.5,80.5,25.89
"2739230",21.5,84.1,28.04
"2726864",20.6,83.3,29.28
"2728124",20.6,84.1,26.41
"2707462",15.7,82.7,22.2
"2729618",21.4,83.9,24.97
"2704492",22.8,84.7,25.97
"2765920",21.2,82.8,30.82
"2728754",15.4,80.4,25.07
"2713384",18.9,83.6,22.63
"2729150",16.5,80.5,25.89
"2703124",14.8,78.9,25.59
"2761340",13,79.1,23.57
"2751424",21.5,82.9,30.58
"2708794",20.6,83.3,29.28
"2707966",19.6,83.2,28.93
"2726738",19.5,82.8,29.16
"2717126",20.6,82.8,29.32
"2718134",18.7,82.4,26.12
"2737412",22.3,83.9,27.02
"2749300",20.6,82.6,29.63
"2747104",20.1,83.1,29.08
"2747914",20.3,83,29.38
"2729510",23,82.8,32.25
"2702152",20.6,83.8,28.56
"2740346",20.9,82.2,31.68
"2726630",13.4,81.9,21.47
"2718386",21.8,82.3,31.83
"2753080",16.5,80.5,25.89
"2736548",22.3,83.9,27.02
"2738654",20.9,82.2,31.68
"2740382",20.1,83.1,29.08
"2734244",20.3,83,29.38
"2743738",21,83.4,29.13
"2732912",17.2,80,28.74
"2723948",19.7,83.2,27.58
"2715832",13.9,79.9,23.77
"2710018",16.3,78.3,27.96
"2704798",20.7,82.8,29.77
"2705482",15.4,80.4,25.07
"2771446",20.9,84.6,24.62
"2726936",17.3,82.6,23.35
"2743774",18.9,82.7,27.58
"2721032",15.9,79.5,25.76
"2770798",21.2,83.6,26.83
"2718728",20.9,82.2,31.68
"2755078",17.2,81.3,25.42
"2714716",20.6,84.1,26.41
"2711836",21.5,84.8,25.91
"2763112",10.9,80,20.63
"2766766",14.6,81,24.04
"2727944",21.2,82.8,30.82
"2726666",19.8,83.2,28.47
"2719340",21.2,82.8,30.82
"2725918",19.6,83.2,28.93
"2738996",15.8,78.7,26.99
"2743864",14.3,82.1,21.8
"2701900",20.6,83.3,29.28
"2767288",14.2,77.6,27.2
"2737304",19.5,82.3,29.22
"2739428",20.3,83,29.38
"2715670",17.2,80,28.74
"2734190",21.8,84,28.87
"2712484",17.2,81.3,25.42
"2718368",23,82.8,32.25
"2729402",14.3,82.1,21.8
"2710252",14.8,78.9,25.59
"2733866",23,82.8,32.25
"2706076",20.6,84.1,26.41
"2759566",13.4,81.9,21.47
"2760376",19.7,83.2,27.58
"2756518",17.2,80,28.74
"2749138",18.9,82.7,27.58
"2748580",19.6,83.2,28.93
"2756770",19.6,83.2,28.93
"2767756",21.2,83.1,29.2
"2712160",16.3,78.3,27.96
"2739806",15.9,79.5,25.76
"2714878",18.7,82.4,26.12
"2758900",20.3,83,29.38
"2720114",21.2,82.5,30.97
"2767396",21.5,84.8,25.91
"2727404",21.2,82.8,30.82
"2767846",21.5,84.8,25.91
"2762788",19.7,83.2,27.58
"2735612",14.3,79.1,25.22
"2751730",19.6,83.2,28.93
"2767612",17.2,81.3,25.42
"2765308",21.1,84.2,24.82
"2713168",19.6,83.2,28.93
"2732444",9.4,79.5,20.25
"2722976",12.9,78.9,23.51
"2711800",18.9,82.7,27.58
"2705212",18.6,83.2,24.15
"2765470",21.7,83.6,28.57
"2738888",22.1,82.5,32.06
"2723192",15.9,79.5,25.76
"2705050",21.5,84.8,25.91
"2764318",19.5,82.3,29.22
"2731706",21.2,83.1,29.2
"2712664",19.8,83.2,28.47
"2769808",22.1,82.5,32.06
"2770708",12.9,78.9,23.51
"2744566",21.2,83.6,26.83
"2725280",19.9,84,24.7
"2749012",19.6,83.2,28.93
"2711980",18.9,83.6,22.63
"2701234",21.8,82.3,31.83
"2712376",20.6,83.3,29.28
"2735414",20.3,83,29.38
"2751280",14.8,78.9,25.59
"2742254",15.5,80.8,24.84
"2718458",16.1,82.1,23.49
"2716390",21.8,82.3,31.83
"2715886",20.9,82.2,31.68
"2724398",20.7,82.8,29.77
"2739878",21.8,84,28.87
"2743306",19.6,83.2,28.93
"2705068",12.9,78.9,23.51
"2762446",15,80.1,25.4
"2756014",15.7,82.7,22.2
"2712502",14.1,78.1,25.4
"2755006",18.9,82.7,27.58
"2730392",20.3,83,29.38
"2762320",19.5,82.3,29.22
"2708254",19.7,83.2,27.58
"2723804",17.5,81.2,26.68
"2734658",20.3,83,29.38
"2721196",22,83.7,27.42
"2760322",18.9,82.7,27.58
"2755366",17.5,81.2,26.68
"2706688",22.2,83.8,29.59
"2717738",22.2,83.8,29.59
"2718998",22.2,83.8,29.59
"2710918",19.8,83.2,28.47
"2767972",20.7,82.8,29.77
"2767918",20.9,82.2,31.68
"2731760",22.8,84.7,25.97
"2772328",20.7,82.8,29.77
"2770006",13.9,79.9,23.77
"2708488",20.6,84.1,26.41
"2718746",20.6,82.6,29.63
"2741426",20.6,82.6,29.63
"2748256",20.6,84.1,26.41
"2711602",15.4,80.4,25.07
"2738564",22.8,84.7,25.97
"2724992",15,73.9,29.24
"2730644",19.7,83.2,27.58
"2738546",15,73.9,29.24
"2764543",21.1,83.4,26
"2751234",13.9,79.9,23.77
"2768296",21.2,83.1,29.2
"2709964",15.5,80.8,24.84
"2721608",15.5,80.8,24.84
"2742398",15.5,80.8,24.84
"2745106",15.5,80.8,24.84
"2748796",15.5,80.8,24.84
"2710972",19.8,83.2,28.47
"2745556",19.8,83.2,28.47
"2724758",18.9,83.6,22.63
"2748058",18.9,83.6,22.63
"2721536",17.5,81.2,26.68
"2721266",16.5,80.5,25.89
"2735720",16.5,80.5,25.89
"2737556",16.5,80.5,25.89
"2701720",19.5,82.8,29.16
"2710648",19.5,82.8,29.16
"2717486",19.5,82.8,29.16
"2737322",19.5,82.8,29.16
"2724506",21.8,84,28.87
"2739320",21.8,84,28.87
"2727008",21.5,84.7,27.83
"2700928",15.5,80.8,24.84
"2718188",19.6,83.2,28.93
"2720078",19.6,83.2,28.93
"2724308",19.6,83.2,28.93
"2726990",18.9,82.7,27.58
"2730140",19.6,83.2,28.93
"2740166",19.6,83.2,28.93
"2740256",19.6,83.2,28.93
"2743252",19.6,83.2,28.93
"2754214",19.6,83.2,28.93
"2754808",19.6,83.2,28.93
"2755186",19.6,83.2,28.93
"2757220",19.6,83.2,28.93
"2748166",17.1,80.5,27.91
"2746492",16.1,82.1,23.49
"2764948",17.7,83.3,22.13
"2711350",19.5,82.3,29.22
"2756266",19.5,82.3,29.22
"2772022",19.5,82.3,29.22
"2714734",18.6,83.2,24.15
"2732876",18.6,83.2,24.15
"2714320",21.1,83.4,26
"2722958",21.1,83.4,26
"2731094",21.1,83.4,26
"2760808",21.1,83.4,26
"2713582",21.3,84.2,28.99
"2746150",21.3,84.2,28.99
"2758036",21.3,84.2,28.99
"2742146",19.9,84,24.7
"2743720",19.9,84,24.7
"2750506",13.4,81.9,21.47
"2719160",21,83.4,29.13
"2728214",21,83.4,29.13
"2732462",21,83.4,29.13
"2736746",21,83.4,29.13
"2711008",22.1,82.5,32.06
"2730806",21.4,83.9,24.97
"2745808",20.6,83.4,28.88
"2703574",14.3,82.1,21.8
"2727746",14.3,82.1,21.8
"2712772",21.5,84.7,27.83
"2769250",21.2,83.6,26.83
"2708218",23,82.8,32.25
"2731526",20.2,83.2,24.56
"2766046",20.2,83.2,24.56
"2709226",23,82.8,32.25
"2717180",21.7,83.6,28.57
"2720330",21.7,83.6,28.57
"2759620",21.7,83.6,28.57
"2769070",21.7,83.6,28.57
"2734316",22,83.7,27.42
"2713564",21.1,84.2,24.82
"2716156",15.7,82.7,22.2
"2732786",15.7,82.7,22.2
"2745682",18.5,82.6,25.34
"2761690",18.5,82.6,25.34
"2704114",20.3,83,29.38
"2715616",20.3,83,29.38
"2734622",20.3,83,29.38
"2758018",20.3,83,29.38
"2762824",20.3,83,29.38
"2771428",20.3,83,29.38
"2733236",22.3,83.9,27.02
"2756086",22.3,83.9,27.02
"2771734",22.3,83.9,27.02
"2723318",20.1,83.1,29.08
"2758000",20.1,83.1,29.08
"2766460",20.1,83.1,29.08
"2739266",20.3,84.3,23.88
"2726612",9.4,79.5,20.25
"2758144",9.4,79.5,20.25
"2703970",14.6,81,24.04
"2712718",19.5,82.8,29.16
"2715994",20.4,82.3,30.26
"2724524",21.8,82.3,31.83
"2718530",21.5,82.9,30.58
"2742290",21.5,82.9,30.58
"2762896",21.8,82.3,31.83
"2766424",21.8,82.3,31.83
"2709604",20.9,84.6,24.62
"2739392",13.1,79.9,23
"2746060",14.6,81,24.04
"2749732",14.6,81,24.04
"2750164",14.6,81,24.04
"2750470",14.6,81,24.04
"2767504",15,80.1,25.4
"2728862",21.2,82.5,30.97
"2730320",14.3,79.1,25.22
"2711962",12.4,81.1,21.14
"2717612",12.4,81.1,21.14
"2736404",12.4,81.1,21.14
"2741714",12.4,81.1,21.14
"2738420",21.5,84.8,25.91
"2744116",21.5,84.8,25.91
"2703160",10.3,78.7,21.32
"2754060",14.2,77.6,27.2
"2741912",10.9,80,20.63
"2762698",10.9,80,20.63
"2768170",10.9,80,20.63
"2748310",17,80.5,27.5
"2708290",17.2,80,28.74
"2729294",17.2,80,28.74
"2751064",17.2,80,28.74
"2758396",17.2,80,28.74
"2741372",14.2,77.6,27.2
"2748634",14.2,77.6,27.2
"2752630",14.2,77.6,27.2
"2765272",14.2,77.6,27.2
"2704834",20.6,83.4,28.88
"2752594",20.6,83.4,28.88
"2707174",14.8,78.9,25.59
"2717630",14.8,78.9,25.59
"2720798",14.8,78.9,25.59
"2738114",14.8,78.9,25.59
"2753782",14.8,78.9,25.59
"2767792",14.8,78.9,25.59
"2752522",17,80.5,27.5
"2707300",15.9,79.5,25.76
"2707516",15.9,79.5,25.76
"2737970",16.8,81.5,24.45
"2714428",15.9,79.5,25.76
"2719286",15.9,79.5,25.76
"2731274",15.9,79.5,25.76
"2750416",15.9,79.5,25.76
"2749768",14.3,79.1,25.22
"2737592",12.7,78.2,25.59
"2723300",20.6,83.8,28.56
"2725658",20.6,83.8,28.56
"2771122",20.6,83.8,28.56
"2708992",21.5,84.1,28.04
"2735702",21.5,84.1,28.04
"2711440",17.3,82.6,23.35
"2744242",17.3,82.6,23.35
"2709154",21.2,82.5,30.97
"2748598",21.2,82.5,30.97
"2762806",21.2,82.5,30.97
"2740220",18.9,82.7,27.58
"2757346",18.9,82.7,27.58
"2703070",17.2,81.3,25.42
"2729582",17.2,81.3,25.42
"2712430",18.9,82.7,27.58
"2730284",18.9,82.7,27.58
"2745772",17.2,81.3,25.42
"2749966",17.2,81.3,25.42
"2756724",17.2,81.3,25.42
"2758648",17.2,81.3,25.42
"2705752",18.4,82.2,27.67
"2718674",18.4,82.2,27.67
"2743954",16.3,78.3,27.96
"2720546",20.6,82.8,29.32
"2746924",20.6,82.8,29.32
"2704456",14.5,76,28.61
"2760250",14.5,76,28.61
"2713420",18.7,82.4,26.12
"2768620",18.7,82.4,26.12
"2731328",18.6,82,28.77
"2729096",15.8,78.7,26.99
"2756896",17.2,81.3,25.42
"2744548",14.2,77.6,27.2
"2748202",12,80.6,21.51
"2736494",13,79.1,23.57
"2744818",18.6,83.2,24.15
"2720618",20.6,83.3,29.28
"2731076",20.6,83.3,29.28
"2735180",20.6,83.3,29.28
"2741678",20.6,83.3,29.28
"2753098",20.6,83.3,29.28
"2763544",20.6,83.3,29.28
"2707048",14.1,78.1,25.4
"2709316",14.1,78.1,25.4
"2732570",14.1,78.1,25.4
"2768080",14.1,78.1,25.4
"2706148",14.2,77.6,27.2
"2708524",14.2,77.6,27.2
"2713006",14.2,77.6,27.2
"2728682",14.2,77.6,27.2
"2730302",14.2,77.6,27.2
"2765794",12.9,78.9,23.51
"2754056",13,79.1,23.57
"2770492",17.2,80,28.74
"2705896",21.2,83.6,26.83
"2711296",14.8,78.9,25.59
"2753296",18.5,82.6,25.34
"2751892",12.9,78.9,23.51
"2753386",12.9,78.9,23.51
"2743540",12.7,78.2,25.59
"2714968",20.3,84.3,23.88
"2725334",20.3,83,29.38
"2768584",21,83.4,29.13
"2725010",20.9,82.2,31.68
"2723444",16.5,80.5,25.89
"2704960",20.3,84.3,23.88
"2772238",18.4,82.2,27.67
"2744980",14.1,78.1,25.4
"2715724",14.6,81,24.04
"2740688",21.1,84.2,24.82
"2766910",21.8,84,28.87
"2765668",21.7,83.6,28.57
"2733416",14.2,77.6,27.2
"2756338",22.3,83.9,27.02
"2761006",16.5,80.5,25.89
"2732498",20.4,82.3,30.26
"2730842",19.6,83.2,28.93
"2763220",17.2,80,28.74
"2714158",19.6,83.2,28.93
"2725622",19.6,83.2,28.93
"2756950",19.5,82.8,29.16
"2703196",13,79.1,23.57
"2736134",21,83.4,29.13
"2758936",16.3,78.3,27.96
"2759314",19.5,82.3,29.22
"2769628",16.8,81.5,24.45
"2768548",19.8,83.2,28.47
"2761492",20.6,83.3,29.28
"2754268",17.2,81.3,25.42
"2715310",14.1,78.1,25.4
"2715454",18.9,82.7,27.58
"2709370",18.6,82,28.77
"2770258",22,83.7,27.42
"2741570",17.2,81.3,25.42
"2710144",19.8,83.2,28.47
"2748094",21.5,84.1,28.04
"2738708",21.1,84.2,24.82
"2755726",20.6,83.3,29.28
"2745628",19.6,83.2,28.93
"2767180",17,80.5,27.5
"2730950",14.1,78.1,25.4
"2769880",14.8,78.9,25.59
"2742010",13.1,79.9,23
"2759116",21.5,84.7,27.83
"2720276",17.2,81.3,25.42
"2730014",21.8,82.3,31.83
"2719718",16.3,78.3,27.96
"2768260",20.6,82.8,29.32
"2704348",13.1,79.9,23
"2705744",16.3,78.3,27.96
"2703376",14.1,78.1,25.4
"2765927",13.1,79.9,23
"2702872",14.2,77.6,27.2
"2728790",14.2,77.6,27.2
"2721104",14.5,76,28.61
"2748760",13.9,79.9,23.77
"2739446",16.3,78.3,27.96
"2745279",14.2,77.6,27.2
"2737656",12.9,78.9,23.51
"2700622",17.2,81.3,25.42
"2741534",17.2,81.3,25.42
"2758090",17.2,81.3,25.42
"2755438",10.3,78.7,21.32
"2737448",18.7,82.4,26.12
"2770870",12.4,81.1,21.14
"2735288",21.5,84.8,25.91
"2755546",10.3,78.7,21.32
"2719700",12.4,81.1,21.14
"2716264",21.2,82.5,30.97
"2708452",18.9,82.7,27.58
"2724056",21.2,82.8,30.82
"2756788",21.8,82.3,31.83
"2771032",21.8,82.3,31.83
"2706616",19.6,83.2,28.93
"2708110",15.4,80.4,25.07
"2751460",19.7,83.2,27.58
"2721824",17,80.5,27.5
"2739140",14.2,77.6,27.2
"2736818",21.5,84.1,28.04
"2713114",19.5,82.8,29.16
"2738150",20.6,82.8,29.32
"2762104",22.1,82.5,32.06
"2711386",14.2,77.6,27.2
"2707282",18.6,82,28.77
"2753656",21.5,84.8,25.91
"2702692",18.5,82.6,25.34
"2750344",18.5,82.6,25.34
"2732750",22.8,84.7,25.97
"2770420",18.5,82.6,25.34
"2710576",19.5,82.3,29.22
"2701486",19.5,82.8,29.16
"2706580",20.6,82.6,29.63
"2753134",12.7,78.2,25.59
"2731562",22,83.7,27.42
"2747536",19.5,82.8,29.16
"2735378",9.4,79.5,20.25
"2706058",20.3,83,29.38
"2727530",20.6,83.3,29.28
"2745790",20.3,83,29.38
"2757040",21.5,84.1,28.04
"2769970",20.1,83.1,29.08
"2745430",20.1,83.1,29.08
"2767036",19.8,83.2,28.47
"2706382",19.5,82.8,29.16
"2736836",19.5,82.8,29.16
"2717378",21.8,84,28.87
"2761816",21.5,84.7,27.83
"2713708",20.6,83.4,28.88
"2731040",12.7,78.2,25.59
"2748976",10.9,80,20.63
"2742110",17,80.5,27.5
"2724074",16.8,81.5,24.45
"2762500",16.8,81.5,24.45
"2769700",20.6,83.3,29.28
"2712412",14.1,78.1,25.4
"2764570",11.7,80.2,21.26
"2764048",14.1,78.1,25.4
"2748706",18.9,83.6,22.63
"2722652",17.2,81.3,25.42
"2719898",15.5,80.8,24.84
"2752450",22.1,82.5,32.06
"2715976",14.3,82.1,21.8
"2746798",19.5,82.3,29.22
"2707984",17.2,80,28.74
"2711566",20.4,82.3,30.26
"2739986",20.4,82.3,30.26
"2729672",18.6,83.2,24.15
"2708164",20.9,82.2,31.68
"2753026",19.5,82.8,29.16
"2753620",20.7,82.8,29.77
"2751388",21.4,83.9,24.97
"2767432",19.8,83.2,28.47
"2716084",17.3,82.6,23.35
"2757238",17.2,81.3,25.42
"2767900",22.2,83.8,29.59
"2745016",20.3,84.3,23.88
"2759350",20.6,83.4,28.88
"2760016",19.6,83.2,28.93
"2707660",22.3,83.9,27.02
"2740562",20.3,83,29.38
"2747221",20.1,83.1,29.08
"2718662",20.6,83.4,28.88
"2734100",20.2,83.2,24.56
"2723660",21.1,84.2,24.82
"2765956",14.5,76,28.61
"2735450",22.1,82.5,32.06
"2743810",18.9,82.7,27.58
"2761852",23,82.8,32.25
"2765506",15.9,79.5,25.76
"2717288",20.6,83.3,29.28
"2772184",14.1,78.1,25.4
"2701684",18.9,82.7,27.58
"2702908",20.9,82.2,31.68
"2758684",17.5,81.2,26.68
"2700694",21.2,82.8,30.82
"2771086",19.7,83.2,27.58
"2707336",15.5,80.8,24.84
"2718116",19.6,83.2,28.93
"2744044",17.1,80.5,27.91
"2732174",20.6,83.4,28.88
"2726576",9.4,79.5,20.25
