"GEOID","TOPO","TOPO_DEF","TOPO_CAT"
"0651294","21","High mountains","Hills_and_Mountains"
"0624834","21","High mountains","Hills_and_Mountains"
"0677378","1","Flat plains","Plains"
"0651028","21","High mountains","Hills_and_Mountains"
"0646100","20","Low mountains","Hills_and_Mountains"
"0617722","21","High mountains","Hills_and_Mountains"
"0680364","20","Low mountains","Hills_and_Mountains"
"0636252","21","High mountains","Hills_and_Mountains"
"0620284","21","High mountains","Hills_and_Mountains"
"0678792","21","High mountains","Hills_and_Mountains"
"0646926","1","Flat plains","Plains"
"0680952","21","High mountains","Hills_and_Mountains"
"0639283","16","Open low mountains","Open_Hills_and_Mountains"
"0614008","20","Low mountains","Hills_and_Mountains"
"0637274","20","Low mountains","Hills_and_Mountains"
"0616434","16","Open low mountains","Open_Hills_and_Mountains"
"0647013","17","Open high mountains","Open_Hills_and_Mountains"
"0663302","20","Low mountains","Hills_and_Mountains"
"0631246","21","High mountains","Hills_and_Mountains"
"0631883","21","High mountains","Hills_and_Mountains"
"0662854","21","High mountains","Hills_and_Mountains"
"0639052","21","High mountains","Hills_and_Mountains"
"0672282","20","Low mountains","Hills_and_Mountains"
"0624526","21","High mountains","Hills_and_Mountains"
"0655528","21","High mountains","Hills_and_Mountains"
"0619155","20","Low mountains","Hills_and_Mountains"
"0647472","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0668112","16","Open low mountains","Open_Hills_and_Mountains"
"0609360","21","High mountains","Hills_and_Mountains"
"0637582","21","High mountains","Hills_and_Mountains"
"0680896","21","High mountains","Hills_and_Mountains"
"0637946","21","High mountains","Hills_and_Mountains"
"0650034","20","Low mountains","Hills_and_Mountains"
"0645414","21","High mountains","Hills_and_Mountains"
"0663050","16","Open low mountains","Open_Hills_and_Mountains"
"0627130","4","Irregular plains","Plains"
"0647430","16","Open low mountains","Open_Hills_and_Mountains"
"0684116","21","High mountains","Hills_and_Mountains"
"0637554","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0607525","21","High mountains","Hills_and_Mountains"
"0639759","21","High mountains","Hills_and_Mountains"
"0651000","21","High mountains","Hills_and_Mountains"
"0609122","21","High mountains","Hills_and_Mountains"
"0651840","16","Open low mountains","Open_Hills_and_Mountains"
"0600310","12","Plains with high mountains","Plains_with_Hills_or_Mountains"
"0653602","21","High mountains","Hills_and_Mountains"
"0602770","20","Low mountains","Hills_and_Mountains"
"0681638","21","High mountains","Hills_and_Mountains"
"0602910","21","High mountains","Hills_and_Mountains"
"0684578","20","Low mountains","Hills_and_Mountains"
"0622457","21","High mountains","Hills_and_Mountains"
"0651470","21","High mountains","Hills_and_Mountains"
"0621188","21","High mountains","Hills_and_Mountains"
"0636350","17","Open high mountains","Open_Hills_and_Mountains"
"0659604","21","High mountains","Hills_and_Mountains"
"0638772","16","Open low mountains","Open_Hills_and_Mountains"
"0606210","16","Open low mountains","Open_Hills_and_Mountains"
"0618674","21","High mountains","Hills_and_Mountains"
"0634405","17","Open high mountains","Open_Hills_and_Mountains"
"0611166","21","High mountains","Hills_and_Mountains"
"0681048","21","High mountains","Hills_and_Mountains"
"0668084","16","Open low mountains","Open_Hills_and_Mountains"
"0636672","20","Low mountains","Hills_and_Mountains"
"0670028","4","Irregular plains","Plains"
"0658422","21","High mountains","Hills_and_Mountains"
"0639122","16","Open low mountains","Open_Hills_and_Mountains"
"0604772","21","High mountains","Hills_and_Mountains"
"0646114","16","Open low mountains","Open_Hills_and_Mountains"
"0654232","16","Open low mountains","Open_Hills_and_Mountains"
"0657288","16","Open low mountains","Open_Hills_and_Mountains"
"0671372","21","High mountains","Hills_and_Mountains"
"0614450","21","High mountains","Hills_and_Mountains"
"0671848","21","High mountains","Hills_and_Mountains"
"0612930","21","High mountains","Hills_and_Mountains"
"0686916","21","High mountains","Hills_and_Mountains"
"0644830","21","High mountains","Hills_and_Mountains"
"0614442","20","Low mountains","Hills_and_Mountains"
"0671918","16","Open low mountains","Open_Hills_and_Mountains"
"0600562","16","Open low mountains","Open_Hills_and_Mountains"
"0657792","16","Open low mountains","Open_Hills_and_Mountains"
"0617995","12","Plains with high mountains","Plains_with_Hills_or_Mountains"
"0646400","21","High mountains","Hills_and_Mountains"
"0602980","16","Open low mountains","Open_Hills_and_Mountains"
"0609346","16","Open low mountains","Open_Hills_and_Mountains"
"0683402","21","High mountains","Hills_and_Mountains"
"0646520","21","High mountains","Hills_and_Mountains"
"0618926","21","High mountains","Hills_and_Mountains"
"0625576","16","Open low mountains","Open_Hills_and_Mountains"
"0651476","16","Open low mountains","Open_Hills_and_Mountains"
"0616630","21","High mountains","Hills_and_Mountains"
"0603546","21","High mountains","Hills_and_Mountains"
"0653490","17","Open high mountains","Open_Hills_and_Mountains"
"0614904","21","High mountains","Hills_and_Mountains"
"0658030","21","High mountains","Hills_and_Mountains"
"0608478","16","Open low mountains","Open_Hills_and_Mountains"
"0642146","21","High mountains","Hills_and_Mountains"
"0677934","21","High mountains","Hills_and_Mountains"
"0611656","21","High mountains","Hills_and_Mountains"
"0636910","21","High mountains","Hills_and_Mountains"
"0681708","21","High mountains","Hills_and_Mountains"
"0607624","21","High mountains","Hills_and_Mountains"
"0649544","21","High mountains","Hills_and_Mountains"
"0678138","21","High mountains","Hills_and_Mountains"
"0600212","21","High mountains","Hills_and_Mountains"
"0658940","21","High mountains","Hills_and_Mountains"
"0653378","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0603026","21","High mountains","Hills_and_Mountains"
"0659668","21","High mountains","Hills_and_Mountains"
"0681722","21","High mountains","Hills_and_Mountains"
"0621292","21","High mountains","Hills_and_Mountains"
"0653910","21","High mountains","Hills_and_Mountains"
"0638702","21","High mountains","Hills_and_Mountains"
"0681792","20","Low mountains","Hills_and_Mountains"
"0611796","21","High mountains","Hills_and_Mountains"
"0651042","12","Plains with high mountains","Plains_with_Hills_or_Mountains"
"0647374","21","High mountains","Hills_and_Mountains"
"0609834","12","Plains with high mountains","Plains_with_Hills_or_Mountains"
"0673430","21","High mountains","Hills_and_Mountains"
"0607596","21","High mountains","Hills_and_Mountains"
"0604730","21","High mountains","Hills_and_Mountains"
"0683612","20","Low mountains","Hills_and_Mountains"
"0685586","20","Low mountains","Hills_and_Mountains"
"0602112","20","Low mountains","Hills_and_Mountains"
"0646842","21","High mountains","Hills_and_Mountains"
"0655856","21","High mountains","Hills_and_Mountains"
"0667126","21","High mountains","Hills_and_Mountains"
"0670882","21","High mountains","Hills_and_Mountains"
"0629504","20","Low mountains","Hills_and_Mountains"
"0668378","16","Open low mountains","Open_Hills_and_Mountains"
"0614218","21","High mountains","Hills_and_Mountains"
"0614274","21","High mountains","Hills_and_Mountains"
"0646828","21","High mountains","Hills_and_Mountains"
"0643294","20","Low mountains","Hills_and_Mountains"
"0648956","20","Low mountains","Hills_and_Mountains"
"0649278","20","Low mountains","Hills_and_Mountains"
"0655282","20","Low mountains","Hills_and_Mountains"
"0669084","20","Low mountains","Hills_and_Mountains"
"0634904","20","Low mountains","Hills_and_Mountains"
"0651140","20","Low mountains","Hills_and_Mountains"
"0661068","20","Low mountains","Hills_and_Mountains"
"0609710","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0634246","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0642202","4","Irregular plains","Plains"
"0645484","4","Irregular plains","Plains"
"0613210","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0630658","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0633434","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0661026","4","Irregular plains","Plains"
"0633588","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0650734","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0659451","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0660466","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0681344","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0622790","4","Irregular plains","Plains"
"0620242","21","High mountains","Hills_and_Mountains"
"0683850","21","High mountains","Hills_and_Mountains"
"0686944","21","High mountains","Hills_and_Mountains"
"0651182","16","Open low mountains","Open_Hills_and_Mountains"
"0684550","16","Open low mountains","Open_Hills_and_Mountains"
"0645358","21","High mountains","Hills_and_Mountains"
"0619318","21","High mountains","Hills_and_Mountains"
"0623616","21","High mountains","Hills_and_Mountains"
"0641712","21","High mountains","Hills_and_Mountains"
"0636294","21","High mountains","Hills_and_Mountains"
"0640004","21","High mountains","Hills_and_Mountains"
"0658520","21","High mountains","Hills_and_Mountains"
"0670224","21","High mountains","Hills_and_Mountains"
"0659892","21","High mountains","Hills_and_Mountains"
"0608506","20","Low mountains","Hills_and_Mountains"
"0672674","21","High mountains","Hills_and_Mountains"
"0633632","16","Open low mountains","Open_Hills_and_Mountains"
"0625093","21","High mountains","Hills_and_Mountains"
"0632036","21","High mountains","Hills_and_Mountains"
"0611824","21","High mountains","Hills_and_Mountains"
"0685250","21","High mountains","Hills_and_Mountains"
"0601518","20","Low mountains","Hills_and_Mountains"
"0680210","16","Open low mountains","Open_Hills_and_Mountains"
"0632212","21","High mountains","Hills_and_Mountains"
"0616210","20","Low mountains","Hills_and_Mountains"
"0629252","21","High mountains","Hills_and_Mountains"
"0614190","20","Low mountains","Hills_and_Mountains"
"0616560","20","Low mountains","Hills_and_Mountains"
"0619570","20","Low mountains","Hills_and_Mountains"
"0648480","20","Low mountains","Hills_and_Mountains"
"0619402","16","Open low mountains","Open_Hills_and_Mountains"
"0660984","16","Open low mountains","Open_Hills_and_Mountains"
"0617022","21","High mountains","Hills_and_Mountains"
"0662546","20","Low mountains","Hills_and_Mountains"
"0670770","20","Low mountains","Hills_and_Mountains"
"0672646","20","Low mountains","Hills_and_Mountains"
"0685922","20","Low mountains","Hills_and_Mountains"
"0675630","16","Open low mountains","Open_Hills_and_Mountains"
"0681554","16","Open low mountains","Open_Hills_and_Mountains"
"0684816","20","Low mountains","Hills_and_Mountains"
"0686034","20","Low mountains","Hills_and_Mountains"
"0664140","20","Low mountains","Hills_and_Mountains"
"0613588","4","Irregular plains","Plains"
"0628112","4","Irregular plains","Plains"
"0631134","21","High mountains","Hills_and_Mountains"
"0659503","16","Open low mountains","Open_Hills_and_Mountains"
"0634694","21","High mountains","Hills_and_Mountains"
"0649628","20","Low mountains","Hills_and_Mountains"
"0659220","20","Low mountains","Hills_and_Mountains"
"0664420","20","Low mountains","Hills_and_Mountains"
"0681890","20","Low mountains","Hills_and_Mountains"
"0647592","21","High mountains","Hills_and_Mountains"
"0643140","21","High mountains","Hills_and_Mountains"
"0605356","21","High mountains","Hills_and_Mountains"
"0623158","21","High mountains","Hills_and_Mountains"
"0660370","21","High mountains","Hills_and_Mountains"
"0633689","21","High mountains","Hills_and_Mountains"
"0619248","21","High mountains","Hills_and_Mountains"
"0620907","20","Low mountains","Hills_and_Mountains"
"0664210","20","Low mountains","Hills_and_Mountains"
"0603209","4","Irregular plains","Plains"
"0641670","4","Irregular plains","Plains"
"0642104","4","Irregular plains","Plains"
"0603190","21","High mountains","Hills_and_Mountains"
"0640746","21","High mountains","Hills_and_Mountains"
"0673794","21","High mountains","Hills_and_Mountains"
"0601458","20","Low mountains","Hills_and_Mountains"
"0608968","20","Low mountains","Hills_and_Mountains"
"0620598","20","Low mountains","Hills_and_Mountains"
"0673906","20","Low mountains","Hills_and_Mountains"
"0606635","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0646884","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0653987","20","Low mountains","Hills_and_Mountains"
"0663316","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0606928","16","Open low mountains","Open_Hills_and_Mountains"
"0649651","16","Open low mountains","Open_Hills_and_Mountains"
"0654764","16","Open low mountains","Open_Hills_and_Mountains"
"0682842","16","Open low mountains","Open_Hills_and_Mountains"
"0630798","21","High mountains","Hills_and_Mountains"
"0680588","21","High mountains","Hills_and_Mountains"
"0616224","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0631960","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0657540","21","High mountains","Hills_and_Mountains"
"0673108","21","High mountains","Hills_and_Mountains"
"0672576","21","High mountains","Hills_and_Mountains"
"0625058","20","Low mountains","Hills_and_Mountains"
"0685600","20","Low mountains","Hills_and_Mountains"
"0641474","21","High mountains","Hills_and_Mountains"
"0665070","16","Open low mountains","Open_Hills_and_Mountains"
"0673262","16","Open low mountains","Open_Hills_and_Mountains"
"0605108","16","Open low mountains","Open_Hills_and_Mountains"
"0620956","16","Open low mountains","Open_Hills_and_Mountains"
"0631708","16","Open low mountains","Open_Hills_and_Mountains"
"0660102","16","Open low mountains","Open_Hills_and_Mountains"
