July 2023 Contiguous U.S. County Maximum Temperature,,,,,,
Units: Degrees Fahrenheit,,,,,,
Missing: -99,,,,,,
Period of Record: 129 Years,,,,,,
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
MS-017,Chickasaw County,Mississippi,91.8,71,0.1,91.7
MS-019,Choctaw County,Mississippi,92.3,93,1.5,90.8
MS-021,Claiborne County,Mississippi,94.2,109,1.9,92.3
MS-023,Clarke County,Mississippi,93.2,104,1.4,91.8
MS-025,Clay County,Mississippi,92.5,77,0.6,91.9
MS-027,Coahoma County,Mississippi,91,40,-1.3,92.3
MS-029,Copiah County,Mississippi,94.2,108,2,92.2
MS-031,Covington County,Mississippi,94,112,2,92
MS-033,DeSoto County,Mississippi,91.2,53,-0.8,92
MS-035,Forrest County,Mississippi,93.7,102,1.3,92.4
MS-037,Franklin County,Mississippi,93.8,113,2.1,91.7
MS-039,George County,Mississippi,94.1,121,2.3,91.8
MS-041,Greene County,Mississippi,93.1,99,0.8,92.3
MS-043,Grenada County,Mississippi,93,83,0.7,92.3
MS-045,Hancock County,Mississippi,94.2,128,4.1,90.1
MS-047,Harrison County,Mississippi,93.8,125,3.3,90.5
MS-049,Hinds County,Mississippi,94.4,111,2.1,92.3
MS-051,Holmes County,Mississippi,93.8,107,2,91.8
MS-053,Humphreys County,Mississippi,93.4,89,0.9,92.5
MS-055,Issaquena County,Mississippi,94,102,1.7,92.3
MS-057,Itawamba County,Mississippi,91.3,65,-0.5,91.8
MS-059,Jackson County,Mississippi,94.4,128,3.8,90.6
MS-061,Jasper County,Mississippi,93.2,108,1.4,91.8
MS-063,Jefferson County,Mississippi,93.8,108,1.8,92
MS-065,Jefferson Davis County,Mississippi,94.1,112,2.2,91.9
MS-067,Jones County,Mississippi,93.6,100,1.3,92.3
MS-069,Kemper County,Mississippi,92.6,94,1,91.6
MS-071,Lafayette County,Mississippi,91.5,70,-0.4,91.9
MS-073,Lamar County,Mississippi,93.9,114,1.9,92
MS-075,Lauderdale County,Mississippi,92.9,104,1.5,91.4
MS-077,Lawrence County,Mississippi,94.6,113,2.5,92.1
MS-079,Leake County,Mississippi,93.6,111,1.9,91.7
MS-081,Lee County,Mississippi,91.6,68,-0.3,91.9
MS-083,Leflore County,Mississippi,93,78,0.4,92.6
MS-085,Lincoln County,Mississippi,93.9,115,2.3,91.6
MS-087,Lowndes County,Mississippi,92.6,78,0.5,92.1
MS-089,Madison County,Mississippi,94.4,115,2.3,92.1
MS-091,Marion County,Mississippi,94.6,121,2.5,92.1
MS-093,Marshall County,Mississippi,90.6,50,-0.9,91.5
MS-095,Monroe County,Mississippi,92.1,71,0,92.1
MS-097,Montgomery County,Mississippi,93.1,104,1.8,91.3
MS-099,Neshoba County,Mississippi,92.7,99,1.2,91.5
MS-101,Newton County,Mississippi,93.1,102,1.4,91.7
MS-103,Noxubee County,Mississippi,92.6,85,0.6,92
MS-105,Oktibbeha County,Mississippi,92.5,83,0.9,91.6
MS-107,Panola County,Mississippi,91.5,53,-0.9,92.4
MS-109,Pearl River County,Mississippi,94.3,123,3.1,91.2
MS-111,Perry County,Mississippi,93.1,89,0.6,92.5
MS-113,Pike County,Mississippi,95.4,127,3.8,91.6
MS-115,Pontotoc County,Mississippi,91.4,71,-0.1,91.5
MS-117,Prentiss County,Mississippi,90.2,41,-1.3,91.5
MS-119,Quitman County,Mississippi,91.4,41,-1.3,92.7
MS-121,Rankin County,Mississippi,94.3,112,2.1,92.2
MS-123,Scott County,Mississippi,93.7,109,2,91.7
MS-125,Sharkey County,Mississippi,93.7,95,1.3,92.4
MS-127,Simpson County,Mississippi,94.3,112,2.1,92.2
MS-129,Smith County,Mississippi,93.9,112,1.9,92
MS-131,Stone County,Mississippi,93.8,120,2.1,91.7
MS-133,Sunflower County,Mississippi,91.4,43,-1.3,92.7
MS-135,Tallahatchie County,Mississippi,92.1,61,-0.6,92.7
MS-137,Tate County,Mississippi,91.2,48,-1,92.2
MS-139,Tippah County,Mississippi,89.6,38,-1.3,90.9
MS-141,Tishomingo County,Mississippi,89.8,35,-1.4,91.2
MS-143,Tunica County,Mississippi,91.4,50,-0.8,92.2
MS-145,Union County,Mississippi,91.1,67,-0.4,91.5
MS-147,Walthall County,Mississippi,94.9,122,3.4,91.5
MS-149,Warren County,Mississippi,94.3,112,2.1,92.2
MS-151,Washington County,Mississippi,92.3,61,-0.4,92.7
MS-153,Wayne County,Mississippi,93.2,95,0.9,92.3
MS-155,Webster County,Mississippi,92.1,86,1,91.1
MS-157,Wilkinson County,Mississippi,94.8,121,3,91.8
MS-159,Winston County,Mississippi,92.3,92,1.3,91
MS-161,Yalobusha County,Mississippi,92,70,-0.3,92.3
MS-163,Yazoo County,Mississippi,94.2,114,2.1,92.1
MO-001,Adair County,Missouri,87,73,-0.3,87.3
MO-003,Andrew County,Missouri,85.9,37,-2.6,88.5
MO-005,Atchison County,Missouri,84,11,-4.9,88.9
MO-007,Audrain County,Missouri,89.5,89,0.7,88.8
MO-009,Barry County,Missouri,90.6,99,1.7,88.9
MO-011,Barton County,Missouri,92.1,101,1.6,90.5
MO-013,Bates County,Missouri,89.8,67,-0.4,90.2
MO-015,Benton County,Missouri,90.2,74,0.1,90.1
MO-017,Bollinger County,Missouri,89.6,74,-0.4,90
MO-019,Boone County,Missouri,89.5,83,0.4,89.1
MO-021,Buchanan County,Missouri,86.8,42,-2,88.8
MO-023,Butler County,Missouri,89.6,37,-2,91.6
MO-025,Caldwell County,Missouri,87.2,56,-1.1,88.3
MO-027,Callaway County,Missouri,90.3,91,1.2,89.1
MO-029,Camden County,Missouri,90.7,86,0.8,89.9
MO-031,Cape Girardeau County,Missouri,89.7,79,0.1,89.6
MO-033,Carroll County,Missouri,88.2,56,-1.3,89.5
MO-035,Carter County,Missouri,89.6,63,-0.8,90.4
MO-037,Cass County,Missouri,88.4,62,-0.8,89.2
MO-039,Cedar County,Missouri,93.1,107,2.6,90.5
MO-041,Chariton County,Missouri,88.9,69,-0.4,89.3
MO-043,Christian County,Missouri,90.3,95,1.5,88.8
MO-045,Clark County,Missouri,86,50,-1.6,87.6
MO-047,Clay County,Missouri,87.2,49,-1.7,88.9
MO-049,Clinton County,Missouri,86.7,54,-1.4,88.1
MO-051,Cole County,Missouri,90.7,95,1.1,89.6
MO-053,Cooper County,Missouri,89.6,86,0.4,89.2
MO-055,Crawford County,Missouri,89.4,70,-0.1,89.5
MO-057,Dade County,Missouri,92.3,105,2.2,90.1
MO-059,Dallas County,Missouri,90.9,99,1.6,89.3
MO-061,Daviess County,Missouri,86.7,56,-1.1,87.8
MO-063,DeKalb County,Missouri,86.4,51,-1.4,87.8
MO-065,Dent County,Missouri,88.7,59,-0.6,89.3
MO-067,Douglas County,Missouri,89.3,83,0.6,88.7
MO-069,Dunklin County,Missouri,90,39,-1.7,91.7
MO-071,Franklin County,Missouri,90,89,0.6,89.4
MO-073,Gasconade County,Missouri,89.6,86,0.4,89.2
MO-075,Gentry County,Missouri,85.8,41,-2,87.8
MO-077,Greene County,Missouri,90.6,96,1.6,89
MO-079,Grundy County,Missouri,85.9,43,-2,87.9
MO-081,Harrison County,Missouri,85.4,45,-1.8,87.2
MO-083,Henry County,Missouri,90.1,70,-0.4,90.5
MO-085,Hickory County,Missouri,91.2,96,1.2,90
MO-087,Holt County,Missouri,85.3,21,-3.9,89.2
MO-089,Howard County,Missouri,89.2,80,0.1,89.1
MO-091,Howell County,Missouri,90,88,1.1,88.9
MO-093,Iron County,Missouri,89,86,0.3,88.7
MO-095,Jackson County,Missouri,87.9,60,-1.1,89
MO-097,Jasper County,Missouri,92.6,105,2.4,90.2
MO-099,Jefferson County,Missouri,90.7,97,1.2,89.5
MO-101,Johnson County,Missouri,89.5,80,0.2,89.3
MO-103,Knox County,Missouri,87.8,78,0.2,87.6
MO-105,Laclede County,Missouri,90.2,92,1.2,89
MO-107,Lafayette County,Missouri,88.9,66,-0.5,89.4
MO-109,Lawrence County,Missouri,91,100,1.8,89.2
MO-111,Lewis County,Missouri,87.9,77,-0.2,88.1
MO-113,Lincoln County,Missouri,89.1,80,0.3,88.8
MO-115,Linn County,Missouri,87,53,-1.6,88.6
MO-117,Livingston County,Missouri,87.1,46,-1.7,88.8
MO-119,McDonald County,Missouri,91.7,97,1.8,89.9
MO-121,Macon County,Missouri,88.1,75,0,88.1
MO-123,Madison County,Missouri,89.3,78,-0.1,89.4
MO-125,Maries County,Missouri,89.6,79,0.3,89.3
MO-127,Marion County,Missouri,88.8,82,0.3,88.5
MO-129,Mercer County,Missouri,84.7,30,-2.6,87.3
MO-131,Miller County,Missouri,90.3,85,0.6,89.7
MO-133,Mississippi County,Missouri,89.5,59,-1,90.5
MO-135,Moniteau County,Missouri,89.9,92,0.7,89.2
MO-137,Monroe County,Missouri,89,80,0.4,88.6
MO-139,Montgomery County,Missouri,89.8,89,0.9,88.9
MO-141,Morgan County,Missouri,89.9,83,0.5,89.4
MO-143,New Madrid County,Missouri,89.7,48,-1.4,91.1
MO-145,Newton County,Missouri,92.4,111,2.8,89.6
MO-147,Nodaway County,Missouri,84.4,20,-3.5,87.9
MO-149,Oregon County,Missouri,90.6,80,0.6,90
MO-151,Osage County,Missouri,90.5,92,1,89.5
MO-153,Ozark County,Missouri,90.2,83,0.5,89.7
MO-155,Pemiscot County,Missouri,89.8,41,-1.5,91.3
MO-157,Perry County,Missouri,89.3,72,-0.4,89.7
MO-159,Pettis County,Missouri,90.2,85,0.7,89.5
MO-161,Phelps County,Missouri,89.2,63,-0.3,89.5
MO-163,Pike County,Missouri,89.1,86,0.6,88.5
MO-165,Platte County,Missouri,87.4,48,-1.6,89
MO-167,Polk County,Missouri,91.9,106,2.4,89.5
MO-169,Pulaski County,Missouri,89.8,78,0.4,89.4
MO-171,Putnam County,Missouri,85.2,35,-2.4,87.6
MO-173,Ralls County,Missouri,89.2,85,0.6,88.6
MO-175,Randolph County,Missouri,88.9,79,0.4,88.5
MO-177,Ray County,Missouri,87.8,54,-1.4,89.2
MO-179,Reynolds County,Missouri,89.2,72,-0.3,89.5
MO-181,Ripley County,Missouri,90,59,-1.1,91.1
MO-183,St. Charles County,Missouri,90.1,88,0.6,89.5
MO-185,St. Clair County,Missouri,91.9,93,1.1,90.8
MO-186,Ste. Genevieve County,Missouri,89.4,81,-0.1,89.5
MO-187,St. Francois County,Missouri,89.4,92,0.7,88.7
MO-189,St. Louis County,Missouri,90.2,91,0.7,89.5
MO-195,Saline County,Missouri,89.6,77,0.1,89.5
MO-197,Schuyler County,Missouri,86.1,57,-1.1,87.2
MO-199,Scotland County,Missouri,86.2,56,-1.1,87.3
MO-201,Scott County,Missouri,89.7,64,-0.6,90.3
MO-203,Shannon County,Missouri,89.8,77,0,89.8
MO-205,Shelby County,Missouri,88.7,83,0.7,88
MO-207,Stoddard County,Missouri,89.6,43,-1.6,91.2
MO-209,Stone County,Missouri,91.1,99,1.6,89.5
MO-211,Sullivan County,Missouri,85.7,38,-2.1,87.8
MO-213,Taney County,Missouri,91.4,99,1.5,89.9
MO-215,Texas County,Missouri,88.8,72,0,88.8
MO-217,Vernon County,Missouri,91.4,86,0.6,90.8
MO-219,Warren County,Missouri,89.4,87,0.5,88.9
MO-221,Washington County,Missouri,89.9,94,1,88.9
MO-223,Wayne County,Missouri,89.1,49,-1.5,90.6
MO-225,Webster County,Missouri,89,89,0.9,88.1
MO-227,Worth County,Missouri,85,37,-2.4,87.4
MO-229,Wright County,Missouri,88.4,77,0.2,88.2
MO-510,St. Louis City,Missouri,90.1,91,0.6,89.5
MT-001,Beaverhead County,Montana,76.9,100,3.2,73.7
MT-003,Big Horn County,Montana,84.1,56,0,84.1
MT-005,Blaine County,Montana,84.6,93,2.6,82
MT-007,Broadwater County,Montana,81.4,88,2.1,79.3
MT-009,Carbon County,Montana,78.9,61,0.5,78.4
MT-011,Carter County,Montana,85.7,74,0.9,84.8
MT-013,Cascade County,Montana,83.1,99,2.8,80.3
MT-015,Chouteau County,Montana,86.6,102,3.1,83.5
MT-017,Custer County,Montana,87.4,57,0.4,87
MT-019,Daniels County,Montana,81.5,63,0.5,81
MT-021,Dawson County,Montana,83.8,44,-1,84.8
MT-023,Deer Lodge County,Montana,75.4,93,2.6,72.8
MT-025,Fallon County,Montana,84.6,58,-0.2,84.8
MT-027,Fergus County,Montana,83.6,79,1.8,81.8
MT-029,Flathead County,Montana,79.5,120,5,74.5
MT-031,Gallatin County,Montana,78.8,91,2.3,76.5
MT-033,Garfield County,Montana,86.8,80,1.8,85
MT-035,Glacier County,Montana,78.4,120,5,73.4
MT-037,Golden Valley County,Montana,82.9,56,0.1,82.8
MT-039,Granite County,Montana,77.3,106,3.3,74
MT-041,Hill County,Montana,85.5,102,3.1,82.4
MT-043,Jefferson County,Montana,79.4,100,3.3,76.1
MT-045,Judith Basin County,Montana,79.4,80,1.7,77.7
MT-047,Lake County,Montana,84.3,118,5,79.3
MT-049,Lewis and Clark County,Montana,79.5,105,3.3,76.2
MT-051,Liberty County,Montana,85.2,111,3.8,81.4
MT-053,Lincoln County,Montana,81.4,117,4.9,76.5
MT-055,McCone County,Montana,85.2,59,0.2,85
MT-057,Madison County,Montana,78,93,2.4,75.6
MT-059,Meagher County,Montana,77.2,89,2.3,74.9
MT-061,Mineral County,Montana,82,118,4.9,77.1
MT-063,Missoula County,Montana,81.7,112,4.3,77.4
MT-065,Musselshell County,Montana,84.4,48,-0.5,84.9
MT-067,Park County,Montana,77.7,96,2.7,75
MT-069,Petroleum County,Montana,86.3,69,0.5,85.8
MT-071,Phillips County,Montana,86.2,86,2.1,84.1
MT-073,Pondera County,Montana,81.8,104,3,78.8
MT-075,Powder River County,Montana,87.2,70,1,86.2
MT-077,Powell County,Montana,78.8,112,3.6,75.2
MT-079,Prairie County,Montana,85.7,57,-0.1,85.8
MT-081,Ravalli County,Montana,79.6,114,4,75.6
MT-083,Richland County,Montana,85.5,78,1.2,84.3
MT-085,Roosevelt County,Montana,83.7,66,0.4,83.3
MT-087,Rosebud County,Montana,87,67,0.8,86.2
MT-089,Sanders County,Montana,83.2,116,4.5,78.7
MT-091,Sheridan County,Montana,82,62,0.3,81.7
MT-093,Silver Bow County,Montana,77.1,90,2.4,74.7
MT-095,Stillwater County,Montana,80.6,52,-0.2,80.8
MT-097,Sweet Grass County,Montana,79.4,71,1.1,78.3
MT-099,Teton County,Montana,80.8,96,2.6,78.2
MT-101,Toole County,Montana,84.1,110,3.3,80.8
MT-103,Treasure County,Montana,86.7,59,0.2,86.5
MT-105,Valley County,Montana,84.3,81,1.4,82.9
MT-107,Wheatland County,Montana,80.3,62,0.7,79.6
MT-109,Wibaux County,Montana,83.6,46,-0.9,84.5
MT-111,Yellowstone County,Montana,86.2,57,0.5,85.7
NE-001,Adams County,Nebraska,86.4,36,-2.7,89.1
NE-003,Antelope County,Nebraska,82.8,15,-4.8,87.6
NE-005,Arthur County,Nebraska,85,40,-1.6,86.6
NE-007,Banner County,Nebraska,85.1,42,-0.9,86
NE-009,Blaine County,Nebraska,86.2,31,-2.6,88.8
NE-011,Boone County,Nebraska,83.6,26,-3.5,87.1
NE-013,Box Butte County,Nebraska,84.7,34,-1.8,86.5
NE-015,Boyd County,Nebraska,85.3,22,-3.2,88.5
NE-017,Brown County,Nebraska,85.8,30,-2.7,88.5
NE-019,Buffalo County,Nebraska,85.9,33,-2.7,88.6
NE-021,Burt County,Nebraska,83.7,23,-3.3,87
NE-023,Butler County,Nebraska,83.6,21,-4,87.6
NE-025,Cass County,Nebraska,84.3,18,-3.9,88.2
NE-027,Cedar County,Nebraska,83.4,20,-3.7,87.1
NE-029,Chase County,Nebraska,87.7,27,-2.8,90.5
NE-031,Cherry County,Nebraska,85.6,38,-1.7,87.3
NE-033,Cheyenne County,Nebraska,85.2,36,-1.8,87
NE-035,Clay County,Nebraska,86.2,29,-3.1,89.3
NE-037,Colfax County,Nebraska,84.4,31,-2.9,87.3
NE-039,Cuming County,Nebraska,83.8,24,-3.5,87.3
NE-041,Custer County,Nebraska,85.9,39,-2,87.9
NE-043,Dakota County,Nebraska,84.7,32,-2.5,87.2
NE-045,Dawes County,Nebraska,85,28,-2.7,87.7
NE-047,Dawson County,Nebraska,85.6,25,-3.3,88.9
NE-049,Deuel County,Nebraska,85.8,30,-2.6,88.4
NE-051,Dixon County,Nebraska,83.6,21,-3.6,87.2
NE-053,Dodge County,Nebraska,84.4,29,-3.3,87.7
NE-055,Douglas County,Nebraska,84.1,23,-3.7,87.8
NE-057,Dundy County,Nebraska,89.3,39,-1.6,90.9
NE-059,Fillmore County,Nebraska,86,28,-3.6,89.6
NE-061,Franklin County,Nebraska,87.1,29,-3.2,90.3
NE-063,Frontier County,Nebraska,87.5,32,-2.4,89.9
NE-065,Furnas County,Nebraska,87.7,26,-3.7,91.4
NE-067,Gage County,Nebraska,85.8,24,-4.1,89.9
NE-069,Garden County,Nebraska,85.8,49,-0.5,86.3
NE-071,Garfield County,Nebraska,84.7,31,-2.4,87.1
NE-073,Gosper County,Nebraska,86.1,24,-3.7,89.8
NE-075,Grant County,Nebraska,84.8,45,-1.2,86
NE-077,Greeley County,Nebraska,85.4,44,-2.1,87.5
NE-079,Hall County,Nebraska,86.2,36,-2.5,88.7
NE-081,Hamilton County,Nebraska,85.8,34,-2.8,88.6
NE-083,Harlan County,Nebraska,86.9,21,-4.1,91
NE-085,Hayes County,Nebraska,87.4,25,-2.8,90.2
NE-087,Hitchcock County,Nebraska,88.6,24,-2.8,91.4
NE-089,Holt County,Nebraska,83.9,21,-3.4,87.3
NE-091,Hooker County,Nebraska,85.2,32,-2.4,87.6
NE-093,Howard County,Nebraska,86.2,43,-2.2,88.4
NE-095,Jefferson County,Nebraska,87.6,36,-2.7,90.3
NE-097,Johnson County,Nebraska,84.4,8,-5.1,89.5
NE-099,Kearney County,Nebraska,85.6,28,-3.5,89.1
NE-101,Keith County,Nebraska,86,28,-2.7,88.7
NE-103,Keya Paha County,Nebraska,85.8,35,-2.3,88.1
NE-105,Kimball County,Nebraska,84,31,-2,86
NE-107,Knox County,Nebraska,83.9,19,-3.9,87.8
NE-109,Lancaster County,Nebraska,85,20,-3.8,88.8
NE-111,Lincoln County,Nebraska,86,24,-3.1,89.1
NE-113,Logan County,Nebraska,86,34,-2.7,88.7
NE-115,Loup County,Nebraska,85.4,31,-2.3,87.7
NE-117,McPherson County,Nebraska,85,27,-3,88
NE-119,Madison County,Nebraska,83.6,22,-3.9,87.5
NE-121,Merrick County,Nebraska,85.8,33,-2.7,88.5
NE-123,Morrill County,Nebraska,86.2,46,-0.5,86.7
NE-125,Nance County,Nebraska,85.1,35,-2.6,87.7
NE-127,Nemaha County,Nebraska,84.4,11,-5,89.4
NE-129,Nuckolls County,Nebraska,87.8,43,-2.3,90.1
NE-131,Otoe County,Nebraska,84.5,15,-4.6,89.1
NE-133,Pawnee County,Nebraska,84.8,9,-4.9,89.7
NE-135,Perkins County,Nebraska,86.3,24,-3.3,89.6
NE-137,Phelps County,Nebraska,85.4,23,-4.1,89.5
NE-139,Pierce County,Nebraska,83.2,17,-4.1,87.3
NE-141,Platte County,Nebraska,84.1,29,-3.1,87.2
NE-143,Polk County,Nebraska,84.8,29,-3.1,87.9
NE-145,Red Willow County,Nebraska,89.2,39,-2,91.2
NE-147,Richardson County,Nebraska,85.1,19,-4.2,89.3
NE-149,Rock County,Nebraska,84.9,28,-2.7,87.6
NE-151,Saline County,Nebraska,86.2,31,-3.3,89.5
NE-153,Sarpy County,Nebraska,84.3,23,-3.6,87.9
NE-155,Saunders County,Nebraska,84.4,24,-3.6,88
NE-157,Scotts Bluff County,Nebraska,87.2,53,-0.1,87.3
NE-159,Seward County,Nebraska,84.2,19,-4.4,88.6
NE-161,Sheridan County,Nebraska,84.5,33,-1.8,86.3
NE-163,Sherman County,Nebraska,85.8,39,-2.2,88
NE-165,Sioux County,Nebraska,84.9,40,-1.3,86.2
NE-167,Stanton County,Nebraska,84,29,-3.4,87.4
NE-169,Thayer County,Nebraska,87.7,42,-2.4,90.1
NE-171,Thomas County,Nebraska,86,30,-2.8,88.8
NE-173,Thurston County,Nebraska,84.1,31,-2.7,86.8
NE-175,Valley County,Nebraska,85.8,45,-1.8,87.6
NE-177,Washington County,Nebraska,83.8,19,-3.7,87.5
NE-179,Wayne County,Nebraska,83.4,23,-3.7,87.1
NE-181,Webster County,Nebraska,88.2,45,-1.9,90.1
NE-183,Wheeler County,Nebraska,84,27,-3.2,87.2
NE-185,York County,Nebraska,84.8,20,-3.9,88.7
NV-001,Churchill County,Nevada,95,117,3.8,91.2
NV-003,Clark County,Nevada,104.3,129,5.8,98.5
NV-005,Douglas County,Nevada,87.5,121,3.9,83.6
NV-007,Elko County,Nevada,88,117,3.5,84.5
NV-009,Esmeralda County,Nevada,94.7,125,4.8,89.9
NV-011,Eureka County,Nevada,90.8,126,5.1,85.7
NV-013,Humboldt County,Nevada,92,120,4.7,87.3
NV-015,Lander County,Nevada,91.5,121,4.6,86.9
NV-017,Lincoln County,Nevada,96.3,127,5.1,91.2
NV-019,Lyon County,Nevada,92.3,116,3.6,88.7
NV-021,Mineral County,Nevada,92.8,123,5.1,87.7
NV-023,Nye County,Nevada,94.5,129,5.5,89
NV-027,Pershing County,Nevada,94.1,117,4.2,89.9
NV-029,Storey County,Nevada,90.1,120,4.4,85.7
NV-031,Washoe County,Nevada,90.4,118,4.3,86.1
NV-033,White Pine County,Nevada,88.6,121,4.3,84.3
NV-510,Carson City,Nevada,89.5,122,4.3,85.2
NH-001,Belknap County,New Hampshire,81.6,90,1.4,80.2
NH-003,Carroll County,New Hampshire,81,107,2.2,78.8
NH-005,Cheshire County,New Hampshire,80.8,92,1.2,79.6
NH-007,Coos County,New Hampshire,77.1,104,2,75.1
NH-009,Grafton County,New Hampshire,79.3,100,1.8,77.5
NH-011,Hillsborough County,New Hampshire,82.1,95,1.4,80.7
NH-013,Merrimack County,New Hampshire,81.8,94,1.5,80.3
NH-015,Rockingham County,New Hampshire,82.4,84,1.3,81.1
NH-017,Strafford County,New Hampshire,81.5,76,1.1,80.4
NH-019,Sullivan County,New Hampshire,80.6,103,2,78.6
NJ-001,Atlantic County,New Jersey,87.2,115,3.3,83.9
NJ-003,Bergen County,New Jersey,87.2,111,2.9,84.3
NJ-005,Burlington County,New Jersey,88.4,114,3.1,85.3
NJ-007,Camden County,New Jersey,88.7,115,3.2,85.5
NJ-009,Cape May County,New Jersey,86.1,115,3.3,82.8
NJ-011,Cumberland County,New Jersey,87.2,110,2.7,84.5
NJ-013,Essex County,New Jersey,87.4,111,2.7,84.7
NJ-015,Gloucester County,New Jersey,88.1,108,2.6,85.5
NJ-017,Hudson County,New Jersey,87.8,113,3.1,84.7
NJ-019,Hunterdon County,New Jersey,86.2,108,2.6,83.6
NJ-021,Mercer County,New Jersey,88.1,113,3,85.1
NJ-023,Middlesex County,New Jersey,88.4,114,3.2,85.2
NJ-025,Monmouth County,New Jersey,88,117,3.5,84.5
NJ-027,Morris County,New Jersey,84.8,106,2.1,82.7
NJ-029,Ocean County,New Jersey,87.5,119,3.4,84.1
NJ-031,Passaic County,New Jersey,85,110,2.6,82.5
NJ-033,Salem County,New Jersey,87.2,94,1.8,85.4
NJ-035,Somerset County,New Jersey,87.5,110,2.7,84.8
NJ-037,Sussex County,New Jersey,83.7,102,1.9,81.8
NJ-039,Union County,New Jersey,88,110,2.9,85.1
NJ-041,Warren County,New Jersey,84.7,101,1.8,82.9
NM-001,Bernalillo County,New Mexico,96.6,129,8.9,87.7
NM-003,Catron County,New Mexico,89.4,129,7.5,81.9
NM-005,Chaves County,New Mexico,100.4,129,9.2,91.2
NM-006,Cibola County,New Mexico,92.4,129,8.1,84.3
NM-007,Colfax County,New Mexico,85.5,124,4.3,81.2
NM-009,Curry County,New Mexico,95.5,124,5.9,89.6
NM-011,De Baca County,New Mexico,98.9,128,8.1,90.8
NM-013,Dona Ana County,New Mexico,102.2,129,9.3,92.9
NM-015,Eddy County,New Mexico,100.8,128,8.2,92.6
NM-017,Grant County,New Mexico,96.1,129,9.4,86.7
NM-019,Guadalupe County,New Mexico,96.2,128,7.4,88.8
NM-021,Harding County,New Mexico,92.6,116,3.8,88.8
NM-023,Hidalgo County,New Mexico,100.3,129,8.4,91.9
NM-025,Lea County,New Mexico,99.8,128,7.7,92.1
NM-027,Lincoln County,New Mexico,95,129,8.7,86.3
NM-028,Los Alamos County,New Mexico,88.4,129,8.3,80.1
NM-029,Luna County,New Mexico,102.4,129,9.1,93.3
NM-031,McKinley County,New Mexico,93.2,129,8.5,84.7
NM-033,Mora County,New Mexico,87.6,128,6.9,80.7
NM-035,Otero County,New Mexico,96.7,129,9,87.7
NM-037,Quay County,New Mexico,95.7,119,4.4,91.3
NM-039,Rio Arriba County,New Mexico,88.2,128,6.8,81.4
NM-041,Roosevelt County,New Mexico,96.9,128,6.8,90.1
NM-043,Sandoval County,New Mexico,93.4,129,7.9,85.5
NM-045,San Juan County,New Mexico,95.7,129,6.7,89
NM-047,San Miguel County,New Mexico,92.6,128,6.6,86
NM-049,Santa Fe County,New Mexico,91.7,129,8.2,83.5
NM-051,Sierra County,New Mexico,98,129,9.1,88.9
NM-053,Socorro County,New Mexico,96.2,129,8.9,87.3
NM-055,Taos County,New Mexico,82.9,128,6.3,76.6
NM-057,Torrance County,New Mexico,93.1,129,8.4,84.7
NM-059,Union County,New Mexico,89.9,105,2.5,87.4
NM-061,Valencia County,New Mexico,98.9,129,8.9,90
NY-001,Albany County,New York,83.4,98,1.6,81.8
NY-003,Allegany County,New York,80.8,90,1.2,79.6
NY-005,Bronx County,New York,87.2,113,3.1,84.1
NY-007,Broome County,New York,81.8,91,1.5,80.3
NY-009,Cattaraugus County,New York,80.5,90,1.1,79.4
NY-011,Cayuga County,New York,80.3,67,-0.1,80.4
NY-013,Chautauqua County,New York,80.4,86,1,79.4
NY-015,Chemung County,New York,82.2,94,1.7,80.5
NY-017,Chenango County,New York,80.8,92,1.6,79.2
NY-019,Clinton County,New York,79.6,104,2,77.6
NY-021,Columbia County,New York,84.4,107,2.2,82.2
NY-023,Cortland County,New York,80.1,90,1.4,78.7
NY-025,Delaware County,New York,79.6,92,1.3,78.3
NY-027,Dutchess County,New York,85.4,114,3,82.4
NY-029,Erie County,New York,81.1,86,0.9,80.2
NY-031,Essex County,New York,77.8,91,1.4,76.4
NY-033,Franklin County,New York,78.9,104,2.3,76.6
NY-035,Fulton County,New York,81,87,1.3,79.7
NY-037,Genesee County,New York,80.8,75,0.5,80.3
NY-039,Greene County,New York,81.4,100,1.6,79.8
NY-041,Hamilton County,New York,77.5,93,1.7,75.8
NY-043,Herkimer County,New York,79.3,96,1.8,77.5
NY-045,Jefferson County,New York,79.9,81,0.8,79.1
NY-047,Kings County,New York,86.9,113,3.1,83.8
NY-049,Lewis County,New York,78.3,87,1.2,77.1
NY-051,Livingston County,New York,81.7,78,0.6,81.1
NY-053,Madison County,New York,81.1,104,2.2,78.9
NY-055,Monroe County,New York,80.9,62,0,80.9
NY-057,Montgomery County,New York,83.6,90,1.4,82.2
NY-059,Nassau County,New York,85.9,112,3,82.9
NY-061,New York County,New York,87.4,113,3.2,84.2
NY-063,Niagara County,New York,79.9,50,-0.8,80.7
NY-065,Oneida County,New York,81.4,98,1.8,79.6
NY-067,Onondaga County,New York,81.6,84,1.1,80.5
NY-069,Ontario County,New York,80.8,70,0.1,80.7
NY-071,Orange County,New York,83.8,105,2.2,81.6
NY-073,Orleans County,New York,80.2,67,0,80.2
NY-075,Oswego County,New York,80.8,87,1.2,79.6
NY-077,Otsego County,New York,79.9,90,1.4,78.5
NY-079,Putnam County,New York,85.1,116,3,82.1
