December 2022 - November 2023 Contiguous U.S. County Precipitation,,,,,,
Units: Inches,,,,,,
Missing: -99,,,,,,
Period of Record: 128 Years,,,,,,
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
KS-113,McPherson County,Kansas,22.6,20,-6.82,29.42
KS-115,Marion County,Kansas,22.5,11,-9.25,31.75
KS-117,Marshall County,Kansas,27.05,35,-4.32,31.37
KS-119,Meade County,Kansas,25.57,113,5.14,20.43
KS-121,Miami County,Kansas,32.81,35,-5.96,38.77
KS-123,Mitchell County,Kansas,19.39,20,-6.14,25.53
KS-125,Montgomery County,Kansas,27.98,13,-9.85,37.83
KS-127,Morris County,Kansas,23.85,11,-9.24,33.09
KS-129,Morton County,Kansas,21.38,112,4.44,16.94
KS-131,Nemaha County,Kansas,28.4,35,-4.68,33.08
KS-133,Neosho County,Kansas,31.97,21,-7.79,39.76
KS-135,Ness County,Kansas,16.87,28,-4.13,21
KS-137,Norton County,Kansas,21.3,61,-0.7,22
KS-139,Osage County,Kansas,30.5,37,-5.16,35.66
KS-141,Osborne County,Kansas,20.86,41,-3,23.86
KS-143,Ottawa County,Kansas,21.91,22,-5.91,27.82
KS-145,Pawnee County,Kansas,20.3,41,-2.63,22.93
KS-147,Phillips County,Kansas,21.87,54,-1.28,23.15
KS-149,Pottawatomie County,Kansas,25.59,20,-7.39,32.98
KS-151,Pratt County,Kansas,25.16,64,-0.15,25.31
KS-153,Rawlins County,Kansas,21.56,85,1.73,19.83
KS-155,Reno County,Kansas,23.92,34,-3.66,27.58
KS-157,Republic County,Kansas,21.41,19,-6.49,27.9
KS-159,Rice County,Kansas,25.13,47,-1.63,26.76
KS-161,Riley County,Kansas,24.6,19,-7.14,31.74
KS-163,Rooks County,Kansas,19.38,33,-3.61,22.99
KS-165,Rush County,Kansas,19.4,35,-3.4,22.8
KS-167,Russell County,Kansas,21.71,44,-2.78,24.49
KS-169,Saline County,Kansas,24.63,40,-4.17,28.8
KS-171,Scott County,Kansas,20.54,88,1.8,18.74
KS-173,Sedgwick County,Kansas,27.45,42,-3.2,30.65
KS-175,Seward County,Kansas,24,112,4.79,19.21
KS-177,Shawnee County,Kansas,26.45,19,-8.29,34.74
KS-179,Sheridan County,Kansas,19.14,50,-1.67,20.81
KS-181,Sherman County,Kansas,20.1,86,1.88,18.23
KS-183,Smith County,Kansas,23.52,61,-0.4,23.92
KS-185,Stafford County,Kansas,22.4,41,-2.43,24.83
KS-187,Stanton County,Kansas,20.92,112,4.35,16.57
KS-189,Stevens County,Kansas,22.78,109,4.63,18.15
KS-191,Sumner County,Kansas,28.78,43,-2.35,31.13
KS-193,Thomas County,Kansas,20.84,82,1.31,19.53
KS-195,Trego County,Kansas,15.68,20,-5.83,21.51
KS-197,Wabaunsee County,Kansas,26.35,19,-7.87,34.22
KS-199,Wallace County,Kansas,19.45,87,1.84,17.61
KS-201,Washington County,Kansas,23.55,21,-6.09,29.64
KS-203,Wichita County,Kansas,21.03,102,3.22,17.81
KS-205,Wilson County,Kansas,30.31,22,-7.4,37.71
KS-207,Woodson County,Kansas,26.09,14,-11.38,37.47
KS-209,Wyandotte County,Kansas,31.38,36,-4.81,36.19
KY-001,Adair County,Kentucky,43.55,22,-6.66,50.21
KY-003,Allen County,Kentucky,47.53,47,-2.67,50.2
KY-005,Anderson County,Kentucky,44.09,47,-1.63,45.72
KY-007,Ballard County,Kentucky,57.23,113,10.88,46.35
KY-009,Barren County,Kentucky,46.71,36,-3.74,50.45
KY-011,Bath County,Kentucky,40.15,22,-5.68,45.83
KY-013,Bell County,Kentucky,46.76,32,-4.9,51.66
KY-015,Boone County,Kentucky,40.37,47,-1.12,41.49
KY-017,Bourbon County,Kentucky,43.17,41,-1.66,44.83
KY-019,Boyd County,Kentucky,34.05,7,-7.96,42.01
KY-021,Boyle County,Kentucky,43.94,32,-3.95,47.89
KY-023,Bracken County,Kentucky,42.78,49,-1.29,44.07
KY-025,Breathitt County,Kentucky,44.3,45,-2.07,46.37
KY-027,Breckinridge County,Kentucky,52.25,98,5.51,46.74
KY-029,Bullitt County,Kentucky,44.08,45,-1.36,45.44
KY-031,Butler County,Kentucky,49.61,69,1.62,47.99
KY-033,Caldwell County,Kentucky,46.79,58,-0.57,47.36
KY-035,Calloway County,Kentucky,53.96,86,5,48.96
KY-037,Campbell County,Kentucky,38.56,33,-3.23,41.79
KY-039,Carlisle County,Kentucky,59.43,114,12.24,47.19
KY-041,Carroll County,Kentucky,44.32,67,1.58,42.74
KY-043,Carter County,Kentucky,35.72,15,-6.49,42.21
KY-045,Casey County,Kentucky,45.3,26,-4.47,49.77
KY-047,Christian County,Kentucky,46.53,50,-1.67,48.2
KY-049,Clark County,Kentucky,43.01,36,-2.83,45.84
KY-051,Clay County,Kentucky,45.86,40,-3,48.86
KY-053,Clinton County,Kentucky,45.99,26,-6.19,52.18
KY-055,Crittenden County,Kentucky,45.11,50,-1.15,46.26
KY-057,Cumberland County,Kentucky,43.96,22,-7.2,51.16
KY-059,Daviess County,Kentucky,46.71,72,1.88,44.83
KY-061,Edmonson County,Kentucky,50.83,62,1.01,49.82
KY-063,Elliott County,Kentucky,36.83,15,-6.45,43.28
KY-065,Estill County,Kentucky,44.26,44,-1.83,46.09
KY-067,Fayette County,Kentucky,43.51,48,-1.49,45
KY-069,Fleming County,Kentucky,40.88,25,-3.93,44.81
KY-071,Floyd County,Kentucky,39.63,31,-4.03,43.66
KY-073,Franklin County,Kentucky,44.28,51,-0.35,44.63
KY-075,Fulton County,Kentucky,57.58,106,8.65,48.93
KY-077,Gallatin County,Kentucky,40.71,44,-1.64,42.35
KY-079,Garrard County,Kentucky,42.71,34,-4.05,46.76
KY-081,Grant County,Kentucky,41.17,44,-1.61,42.78
KY-083,Graves County,Kentucky,58.9,111,9.86,49.04
KY-085,Grayson County,Kentucky,52.86,85,3.88,48.98
KY-087,Green County,Kentucky,42.58,23,-6.46,49.04
KY-089,Greenup County,Kentucky,35.74,15,-5.95,41.69
KY-091,Hancock County,Kentucky,50.45,92,4.72,45.73
KY-093,Hardin County,Kentucky,48.64,68,1.68,46.96
KY-095,Harlan County,Kentucky,45.76,21,-6.29,52.05
KY-097,Harrison County,Kentucky,43.63,56,0.1,43.53
KY-099,Hart County,Kentucky,47.63,49,-1.69,49.32
KY-101,Henderson County,Kentucky,41.13,37,-3.27,44.4
KY-103,Henry County,Kentucky,44.9,60,0.84,44.06
KY-105,Hickman County,Kentucky,59.7,113,11.42,48.28
KY-107,Hopkins County,Kentucky,47.02,71,1.11,45.91
KY-109,Jackson County,Kentucky,44.82,36,-3.48,48.3
KY-111,Jefferson County,Kentucky,43.84,50,-0.29,44.13
KY-113,Jessamine County,Kentucky,42.8,40,-2.68,45.48
KY-115,Johnson County,Kentucky,39.43,28,-4.33,43.76
KY-117,Kenton County,Kentucky,39.35,36,-2.42,41.77
KY-119,Knott County,Kentucky,42.17,35,-3.79,45.96
KY-121,Knox County,Kentucky,45.39,29,-4.85,50.24
KY-123,Larue County,Kentucky,44.62,38,-3.46,48.08
KY-125,Laurel County,Kentucky,43.56,25,-5.79,49.35
KY-127,Lawrence County,Kentucky,38.08,18,-5.18,43.26
KY-129,Lee County,Kentucky,44.89,50,-1.72,46.61
KY-131,Leslie County,Kentucky,45.86,33,-3.02,48.88
KY-133,Letcher County,Kentucky,39.04,15,-7.59,46.63
KY-135,Lewis County,Kentucky,40.07,32,-3.38,43.45
KY-137,Lincoln County,Kentucky,44.18,31,-4.37,48.55
KY-139,Livingston County,Kentucky,48.55,74,1.17,47.38
KY-141,Logan County,Kentucky,50.87,81,2.47,48.4
KY-143,Lyon County,Kentucky,48.71,71,0.62,48.09
KY-145,McCracken County,Kentucky,56.81,111,9.36,47.45
KY-147,McCreary County,Kentucky,45.62,27,-4.89,50.51
KY-149,McLean County,Kentucky,46.71,74,1.72,44.99
KY-151,Madison County,Kentucky,43.01,36,-2.91,45.92
KY-153,Magoffin County,Kentucky,41,35,-3.47,44.47
KY-155,Marion County,Kentucky,43.82,29,-4.67,48.49
KY-157,Marshall County,Kentucky,54.14,94,5.95,48.19
KY-159,Martin County,Kentucky,42.6,36,-2.44,45.04
KY-161,Mason County,Kentucky,43.63,55,-0.41,44.04
KY-163,Meade County,Kentucky,47.85,75,2.28,45.57
KY-165,Menifee County,Kentucky,41.48,25,-4.91,46.39
KY-167,Mercer County,Kentucky,43.53,39,-2.91,46.44
KY-169,Metcalfe County,Kentucky,43.84,23,-6.35,50.19
KY-171,Monroe County,Kentucky,45.46,27,-6.34,51.8
KY-173,Montgomery County,Kentucky,41.96,31,-4.71,46.67
KY-175,Morgan County,Kentucky,39.38,21,-5.25,44.63
KY-177,Muhlenberg County,Kentucky,49.07,78,2.41,46.66
KY-179,Nelson County,Kentucky,44.08,41,-2.92,47
KY-181,Nicholas County,Kentucky,42.94,37,-1.94,44.88
KY-183,Ohio County,Kentucky,50.19,83,3.83,46.36
KY-185,Oldham County,Kentucky,45.68,58,1.14,44.54
KY-187,Owen County,Kentucky,43.02,51,-0.62,43.64
KY-189,Owsley County,Kentucky,45.5,50,-1.74,47.24
KY-191,Pendleton County,Kentucky,40.95,41,-2.27,43.22
KY-193,Perry County,Kentucky,44.4,36,-2.92,47.32
KY-195,Pike County,Kentucky,39.5,21,-4.79,44.29
KY-197,Powell County,Kentucky,44.24,42,-2.25,46.49
KY-199,Pulaski County,Kentucky,44.08,24,-5.73,49.81
KY-201,Robertson County,Kentucky,43.67,53,-0.39,44.06
KY-203,Rockcastle County,Kentucky,43.85,29,-5.42,49.27
KY-205,Rowan County,Kentucky,37.96,14,-6.99,44.95
KY-207,Russell County,Kentucky,44.61,20,-6.21,50.82
KY-209,Scott County,Kentucky,44.36,52,0.36,44
KY-211,Shelby County,Kentucky,44.62,51,-0.88,45.5
KY-213,Simpson County,Kentucky,50.23,74,1.33,48.9
KY-215,Spencer County,Kentucky,43.96,41,-2.61,46.57
KY-217,Taylor County,Kentucky,43.36,26,-6.1,49.46
KY-219,Todd County,Kentucky,48.54,65,0.25,48.29
KY-221,Trigg County,Kentucky,49,67,0.29,48.71
KY-223,Trimble County,Kentucky,47.08,82,3.71,43.37
KY-225,Union County,Kentucky,40.52,35,-4.33,44.85
KY-227,Warren County,Kentucky,48.06,53,-0.98,49.04
KY-229,Washington County,Kentucky,44.29,38,-3.05,47.34
KY-231,Wayne County,Kentucky,45.02,25,-5.74,50.76
KY-233,Webster County,Kentucky,44.36,52,-0.93,45.29
KY-235,Whitley County,Kentucky,45.23,27,-4.91,50.14
KY-237,Wolfe County,Kentucky,43.13,38,-2.79,45.92
KY-239,Woodford County,Kentucky,43.88,49,-1.21,45.09
LA-001,Acadia Parish,Louisiana,47.52,22,-10.91,58.43
LA-003,Allen Parish,Louisiana,50.08,29,-8.79,58.87
LA-005,Ascension Parish,Louisiana,44.13,5,-16.44,60.57
LA-007,Assumption Parish,Louisiana,41.91,4,-19.34,61.25
LA-009,Avoyelles Parish,Louisiana,49.53,27,-8,57.53
LA-011,Beauregard Parish,Louisiana,46.06,23,-10.93,56.99
LA-013,Bienville Parish,Louisiana,48.33,47,-4.86,53.19
LA-015,Bossier Parish,Louisiana,56.34,95,6.71,49.63
LA-017,Caddo Parish,Louisiana,54.56,93,6.18,48.38
LA-019,Calcasieu Parish,Louisiana,44.26,17,-13.24,57.5
LA-021,Caldwell Parish,Louisiana,41.5,19,-13,54.5
LA-023,Cameron Parish,Louisiana,43.17,15,-13.73,56.9
LA-025,Catahoula Parish,Louisiana,42.6,14,-13.09,55.69
LA-027,Claiborne Parish,Louisiana,52.65,68,0.38,52.27
LA-029,Concordia Parish,Louisiana,44.07,15,-12.19,56.26
LA-031,De Soto Parish,Louisiana,50.46,72,0.48,49.98
LA-033,East Baton Rouge Parish,Louisiana,46.55,11,-13.83,60.38
LA-035,East Carroll Parish,Louisiana,39.94,15,-13.3,53.24
LA-037,East Feliciana Parish,Louisiana,46.89,9,-14.85,61.74
LA-039,Evangeline Parish,Louisiana,50.78,27,-8.16,58.94
LA-041,Franklin Parish,Louisiana,44,27,-10.01,54.01
LA-043,Grant Parish,Louisiana,43.45,19,-12.24,55.69
LA-045,Iberia Parish,Louisiana,40.98,3,-17.67,58.65
LA-047,Iberville Parish,Louisiana,45.86,12,-13.48,59.34
LA-049,Jackson Parish,Louisiana,46.35,38,-7.99,54.34
LA-051,Jefferson Parish,Louisiana,40.15,2,-21.34,61.49
LA-053,Jefferson Davis Parish,Louisiana,47.86,26,-10.77,58.63
LA-055,Lafayette Parish,Louisiana,44.64,14,-14.16,58.8
LA-057,Lafourche Parish,Louisiana,36.37,1,-25.51,61.88
LA-059,La Salle Parish,Louisiana,41.52,9,-14.71,56.23
LA-061,Lincoln Parish,Louisiana,48.43,50,-4.65,53.08
LA-063,Livingston Parish,Louisiana,47.15,11,-14.7,61.85
LA-065,Madison Parish,Louisiana,45.52,31,-7.88,53.4
LA-067,Morehouse Parish,Louisiana,45.82,33,-7.43,53.25
LA-069,Natchitoches Parish,Louisiana,47.16,38,-5.8,52.96
LA-071,Orleans Parish,Louisiana,41.64,5,-19.25,60.89
LA-073,Ouachita Parish,Louisiana,44.91,33,-8.45,53.36
LA-075,Plaquemines Parish,Louisiana,40.47,2,-20.63,61.1
LA-077,Pointe Coupee Parish,Louisiana,45.46,8,-13.71,59.17
LA-079,Rapides Parish,Louisiana,46.46,22,-10.67,57.13
LA-081,Red River Parish,Louisiana,49.17,55,-1.97,51.14
LA-083,Richland Parish,Louisiana,42.85,22,-10.75,53.6
LA-085,Sabine Parish,Louisiana,50.65,60,-1.08,51.73
LA-087,St. Bernard Parish,Louisiana,42.01,7,-19.11,61.12
LA-089,St. Charles Parish,Louisiana,39.02,2,-22.5,61.52
LA-091,St. Helena Parish,Louisiana,47.14,9,-15.91,63.05
LA-093,St. James Parish,Louisiana,41.53,2,-19.5,61.03
LA-095,St. John the Baptist Parish,Louisiana,40.66,2,-20.28,60.94
LA-097,St. Landry Parish,Louisiana,49.03,22,-9.9,58.93
LA-099,St. Martin Parish,Louisiana,43.72,5,-15.6,59.32
LA-101,St. Mary Parish,Louisiana,38.7,2,-21.36,60.06
LA-103,St. Tammany Parish,Louisiana,46.13,11,-15.38,61.51
LA-105,Tangipahoa Parish,Louisiana,45.67,8,-17.07,62.74
LA-107,Tensas Parish,Louisiana,44.09,22,-10.37,54.46
LA-109,Terrebonne Parish,Louisiana,33.54,1,-28.34,61.88
LA-111,Union Parish,Louisiana,53.74,75,1.02,52.72
LA-113,Vermilion Parish,Louisiana,41.33,3,-16.7,58.03
LA-115,Vernon Parish,Louisiana,45.67,23,-10,55.67
LA-117,Washington Parish,Louisiana,50.76,19,-11.47,62.23
LA-119,Webster Parish,Louisiana,53.54,77,2.62,50.92
LA-121,West Baton Rouge Parish,Louisiana,45.14,14,-14.11,59.25
LA-123,West Carroll Parish,Louisiana,39.17,12,-14.1,53.27
LA-125,West Feliciana Parish,Louisiana,45.46,10,-14.39,59.85
LA-127,Winn Parish,Louisiana,44.12,20,-11.21,55.33
ME-001,Androscoggin County,Maine,58.14,124,13.55,44.59
ME-003,Aroostook County,Maine,46.06,118,8.09,37.97
ME-005,Cumberland County,Maine,56.33,120,11.73,44.6
ME-007,Franklin County,Maine,57.38,124,13.2,44.18
ME-009,Hancock County,Maine,55.51,114,9.82,45.69
ME-011,Kennebec County,Maine,55.17,123,12.29,42.88
ME-013,Knox County,Maine,60.03,120,13.65,46.38
ME-015,Lincoln County,Maine,57.65,123,13.06,44.59
ME-017,Oxford County,Maine,57.08,125,13.32,43.76
ME-019,Penobscot County,Maine,51.4,119,9.7,41.7
ME-021,Piscataquis County,Maine,53.92,125,12.51,41.41
ME-023,Sagadahoc County,Maine,57.78,123,13.31,44.47
ME-025,Somerset County,Maine,53.4,124,12.19,41.21
ME-027,Waldo County,Maine,56.38,119,11.65,44.73
ME-029,Washington County,Maine,53.89,114,9.64,44.25
ME-031,York County,Maine,59.81,123,15.34,44.47
MD-001,Allegany County,Maryland,32.42,17,-5.09,37.51
MD-003,Anne Arundel County,Maryland,37.24,25,-5.21,42.45
MD-005,Baltimore County,Maryland,37.32,24,-6.06,43.38
MD-009,Calvert County,Maryland,36.22,20,-6.72,42.94
MD-011,Caroline County,Maryland,39.51,33,-3.91,43.42
MD-013,Carroll County,Maryland,35.42,21,-6.95,42.37
MD-015,Cecil County,Maryland,38.76,25,-5,43.76
MD-017,Charles County,Maryland,33.33,11,-8.88,42.21
MD-019,Dorchester County,Maryland,37.35,16,-6.16,43.51
MD-021,Frederick County,Maryland,34.17,14,-7.67,41.84
MD-023,Garrett County,Maryland,40.87,20,-4.55,45.42
MD-025,Harford County,Maryland,35.99,16,-7.73,43.72
MD-027,Howard County,Maryland,37.45,32,-5.03,42.48
MD-029,Kent County,Maryland,34.69,10,-8.15,42.84
MD-031,Montgomery County,Maryland,34.88,17,-6.67,41.55
MD-033,Prince George's County,Maryland,36.42,25,-5.86,42.28
MD-035,Queen Anne's County,Maryland,35.97,14,-7.03,43
MD-037,St. Mary's County,Maryland,36.48,24,-5.95,42.43
MD-039,Somerset County,Maryland,37.57,30,-5.13,42.7
MD-041,Talbot County,Maryland,37.91,27,-5.54,43.45
MD-043,Washington County,Maryland,31.77,14,-7.36,39.13
MD-045,Wicomico County,Maryland,37.84,19,-5.84,43.68
MD-047,Worcester County,Maryland,37.69,25,-5.43,43.12
MD-510,Baltimore City,Maryland,38.07,31,-4.79,42.86
MD-511,"Washington, D.C.",District of Columbia,36.07,23,-5.53,41.6
MA-001,Barnstable County,Massachusetts,49.33,100,5.8,43.53
MA-003,Berkshire County,Massachusetts,55.14,117,9.67,45.47
MA-005,Bristol County,Massachusetts,54.43,112,9.86,44.57
MA-007,Dukes County,Massachusetts,45.36,78,2.44,42.92
MA-009,Essex County,Massachusetts,56.28,124,13.52,42.76
MA-011,Franklin County,Massachusetts,57.35,121,12.37,44.98
MA-013,Hampden County,Massachusetts,58.88,121,12.54,46.34
MA-015,Hampshire County,Massachusetts,58.15,121,12.39,45.76
MA-017,Middlesex County,Massachusetts,57.61,124,14.2,43.41
MA-019,Nantucket County,Massachusetts,33.27,7,-8.39,41.66
MA-021,Norfolk County,Massachusetts,56.77,117,11.8,44.97
MA-023,Plymouth County,Massachusetts,54.7,111,9.65,45.05
MA-025,Suffolk County,Massachusetts,55.73,116,11.44,44.29
MA-027,Worcester County,Massachusetts,58.42,122,13.93,44.49
MI-001,Alcona County,Michigan,29.55,69,0.89,28.66
MI-003,Alger County,Michigan,35.95,96,3.69,32.26
MI-005,Allegan County,Michigan,37.75,93,3.54,34.21
MI-007,Alpena County,Michigan,30.2,73,1.17,29.03
MI-009,Antrim County,Michigan,32.9,73,1.34,31.56
MI-011,Arenac County,Michigan,30.61,87,2.23,28.38
MI-013,Baraga County,Michigan,34.14,77,1.85,32.29
MI-015,Barry County,Michigan,37.33,94,4.16,33.17
MI-017,Bay County,Michigan,33.24,99,4.29,28.95
MI-019,Benzie County,Michigan,28.07,24,-3.44,31.51
MI-021,Berrien County,Michigan,39.67,90,3.2,36.47
MI-023,Branch County,Michigan,35.16,62,0.73,34.43
MI-025,Calhoun County,Michigan,36.61,86,2.91,33.7
MI-027,Cass County,Michigan,38.98,87,3.05,35.94
MI-029,Charlevoix County,Michigan,32.6,71,1.81,30.79
MI-031,Cheboygan County,Michigan,30.38,77,1.62,28.76
MI-033,Chippewa County,Michigan,34.15,89,2.28,31.87
MI-035,Clare County,Michigan,31.38,78,1.78,29.6
MI-037,Clinton County,Michigan,36.95,112,6.18,30.77
MI-039,Crawford County,Michigan,31.3,72,0.8,30.5
MI-041,Delta County,Michigan,29.61,52,-1.22,30.83
MI-043,Dickinson County,Michigan,28.01,47,-1.7,29.71
MI-045,Eaton County,Michigan,37.42,107,5.62,31.8
MI-047,Emmet County,Michigan,30.09,54,0.32,29.77
MI-049,Genesee County,Michigan,37.55,118,7.49,30.06
MI-051,Gladwin County,Michigan,31.66,88,2.77,28.89
MI-053,Gogebic County,Michigan,33.36,67,0.63,32.73
MI-055,Grand Traverse County,Michigan,28.72,38,-1.78,30.5
MI-057,Gratiot County,Michigan,36.17,113,6.09,30.08
MI-059,Hillsdale County,Michigan,32.99,43,-1.15,34.14
MI-061,Houghton County,Michigan,29.88,61,-0.56,30.44
MI-063,Huron County,Michigan,33.77,97,4.14,29.63
MI-065,Ingham County,Michigan,35.77,99,5.01,30.76
MI-067,Ionia County,Michigan,37.09,104,5.36,31.73
MI-069,Iosco County,Michigan,30.75,78,1.94,28.81
MI-071,Iron County,Michigan,29.64,57,-0.95,30.59
MI-073,Isabella County,Michigan,34.98,108,5.22,29.76
MI-075,Jackson County,Michigan,33.6,82,2.11,31.49
MI-077,Kalamazoo County,Michigan,38.61,99,4.05,34.56
MI-079,Kalkaska County,Michigan,32.21,71,0.86,31.35
MI-081,Kent County,Michigan,36.02,92,3.12,32.9
MI-083,Keweenaw County,Michigan,30.64,83,1.42,29.22
MI-085,Lake County,Michigan,28.88,21,-3.69,32.57
MI-087,Lapeer County,Michigan,39.83,126,9.99,29.84
MI-089,Leelanau County,Michigan,29.47,54,-0.76,30.23
MI-091,Lenawee County,Michigan,33.6,74,1.87,31.73
MI-093,Livingston County,Michigan,35.04,100,4.54,30.5
MI-095,Luce County,Michigan,32.38,64,0.41,31.97
MI-097,Mackinac County,Michigan,31.36,71,0.76,30.6
MI-099,Macomb County,Michigan,38.37,120,8.15,30.22
MI-101,Manistee County,Michigan,27.64,19,-3.97,31.61
MI-103,Marquette County,Michigan,35.42,98,3.96,31.46
MI-105,Mason County,Michigan,28.49,31,-2.59,31.08
MI-107,Mecosta County,Michigan,30.3,44,-1.13,31.43
MI-109,Menominee County,Michigan,27.67,38,-2.29,29.96
MI-111,Midland County,Michigan,34.54,109,5.37,29.17
MI-113,Missaukee County,Michigan,29.32,51,-0.55,29.87
MI-115,Monroe County,Michigan,34.04,89,2.94,31.1
MI-117,Montcalm County,Michigan,35.9,96,4.33,31.57
MI-119,Montmorency County,Michigan,29.4,73,1.07,28.33
MI-121,Muskegon County,Michigan,34.68,89,2.56,32.12
MI-123,Newaygo County,Michigan,31.84,50,-0.67,32.51
MI-125,Oakland County,Michigan,37.64,118,6.98,30.66
MI-127,Oceana County,Michigan,33.96,87,2.16,31.8
MI-129,Ogemaw County,Michigan,31.04,87,2.19,28.85
MI-131,Ontonagon County,Michigan,30.84,50,-0.75,31.59
MI-133,Osceola County,Michigan,28.51,30,-2.52,31.03
MI-135,Oscoda County,Michigan,29.48,68,0.71,28.77
MI-137,Otsego County,Michigan,31.78,79,1.65,30.13
MI-139,Ottawa County,Michigan,34.47,78,1.47,33
MI-141,Presque Isle County,Michigan,30.71,80,1.84,28.87
MI-143,Roscommon County,Michigan,30.87,71,1.29,29.58
MI-145,Saginaw County,Michigan,36.67,118,7.18,29.49
MI-147,St. Clair County,Michigan,38.99,122,8.4,30.59
MI-149,St. Joseph County,Michigan,35.71,73,1.46,34.25
MI-151,Sanilac County,Michigan,35.97,109,5.97,30
MI-153,Schoolcraft County,Michigan,33.4,85,2.03,31.37
MI-155,Shiawassee County,Michigan,38.51,121,8.5,30.01
MI-157,Tuscola County,Michigan,36.24,115,6.77,29.47
MI-159,Van Buren County,Michigan,39.6,94,4.16,35.44
MI-161,Washtenaw County,Michigan,33.9,98,4.07,29.83
MI-163,Wayne County,Michigan,36.52,114,5.9,30.62
MI-165,Wexford County,Michigan,29.53,30,-2.37,31.9
MN-001,Aitkin County,Minnesota,24.91,33,-2.08,26.99
MN-003,Anoka County,Minnesota,27.65,51,-1.51,29.16
MN-005,Becker County,Minnesota,20.77,27,-3,23.77
MN-007,Beltrami County,Minnesota,18.27,9,-5.24,23.51
MN-009,Benton County,Minnesota,25.63,49,-1.05,26.68
MN-011,Big Stone County,Minnesota,22.56,60,-0.07,22.63
MN-013,Blue Earth County,Minnesota,28.07,55,-0.8,28.87
MN-015,Brown County,Minnesota,27.06,54,-0.77,27.83
MN-017,Carlton County,Minnesota,27.3,52,-0.66,27.96
MN-019,Carver County,Minnesota,26.9,47,-1.57,28.47
MN-021,Cass County,Minnesota,22.27,27,-3.32,25.59
MN-023,Chippewa County,Minnesota,23.94,56,-0.76,24.7
MN-025,Chisago County,Minnesota,28.32,56,-0.9,29.22
MN-027,Clay County,Minnesota,21.1,47,-0.7,21.8
MN-029,Clearwater County,Minnesota,19.48,21,-4.09,23.57
MN-031,Cook County,Minnesota,29.43,68,0.19,29.24
MN-033,Cottonwood County,Minnesota,27.09,73,0.26,26.83
MN-035,Crow Wing County,Minnesota,24.7,45,-1.06,25.76
MN-037,Dakota County,Minnesota,27.97,52,-1.31,29.28
MN-039,Dodge County,Minnesota,30.46,63,0.2,30.26
MN-041,Douglas County,Minnesota,19.67,12,-5.17,24.84
MN-043,Faribault County,Minnesota,27.43,44,-2.16,29.59
MN-045,Fillmore County,Minnesota,28.62,33,-3.44,32.06
MN-047,Freeborn County,Minnesota,27.02,28,-3.8,30.82
MN-049,Goodhue County,Minnesota,31.46,78,1.69,29.77
MN-051,Grant County,Minnesota,22.13,47,-1.36,23.49
MN-053,Hennepin County,Minnesota,27.97,56,-0.96,28.93
MN-055,Houston County,Minnesota,28.82,28,-3.43,32.25
MN-057,Hubbard County,Minnesota,20.23,16,-4.99,25.22
MN-059,Isanti County,Minnesota,24.56,26,-4.21,28.77
MN-061,Itasca County,Minnesota,21.68,23,-3.72,25.4
MN-063,Jackson County,Minnesota,29,81,1.58,27.42
MN-065,Kanabec County,Minnesota,27.01,53,-0.9,27.91
MN-067,Kandiyohi County,Minnesota,21.69,28,-3.65,25.34
MN-069,Kittson County,Minnesota,14.59,10,-5.66,20.25
MN-071,Koochiching County,Minnesota,22.6,32,-2.99,25.59
MN-073,Lac qui Parle County,Minnesota,22.74,52,-1.14,23.88
MN-075,Lake County,Minnesota,28.93,66,0.32,28.61
MN-077,Lake of the Woods County,Minnesota,17.34,7,-5.56,22.9
MN-079,Le Sueur County,Minnesota,29.46,61,0.33,29.13
MN-081,Lincoln County,Minnesota,23.16,47,-1.4,24.56
MN-083,Lyon County,Minnesota,24.79,62,-0.03,24.82
MN-085,McLeod County,Minnesota,19.52,6,-8.06,27.58
MN-087,Mahnomen County,Minnesota,20.55,34,-2.45,23
MN-089,Marshall County,Minnesota,13.66,3,-6.97,20.63
MN-091,Martin County,Minnesota,28.85,72,0.28,28.57
MN-093,Meeker County,Minnesota,20.7,17,-5.42,26.12
MN-095,Mille Lacs County,Minnesota,25.1,39,-2.4,27.5
MN-097,Morrison County,Minnesota,23,32,-2.89,25.89
MN-099,Mower County,Minnesota,29.12,36,-2.56,31.68
MN-101,Murray County,Minnesota,23.23,34,-2.77,26
MN-103,Nicollet County,Minnesota,23.18,20,-5.81,28.99
MN-105,Nobles County,Minnesota,23.42,29,-3.6,27.02
MN-107,Norman County,Minnesota,19.6,38,-1.87,21.47
MN-109,Olmsted County,Minnesota,29.68,51,-1.29,30.97
MN-111,Otter Tail County,Minnesota,21.99,32,-2.05,24.04
MN-113,Pennington County,Minnesota,14.31,4,-6.95,21.26
MN-115,Pine County,Minnesota,28.5,55,-0.24,28.74
MN-117,Pipestone County,Minnesota,19.37,16,-5.6,24.97
MN-119,Polk County,Minnesota,17.15,18,-3.99,21.14
MN-121,Pope County,Minnesota,20.1,22,-4.35,24.45
MN-123,Ramsey County,Minnesota,31.4,83,2.32,29.08
MN-125,Red Lake County,Minnesota,16.2,9,-5.31,21.51
MN-127,Redwood County,Minnesota,26.25,67,0.34,25.91
MN-129,Renville County,Minnesota,24.56,46,-1.85,26.41
MN-131,Rice County,Minnesota,32.61,88,3.29,29.32
